"id";"name";"status";"address";"city";"state";"zip";"phone";"contact";"district_office";"do_phone";"license_no";"Email Address";"Website";"Details";"Services";"Adoption Process"
;"A Precious Gift Adoption Resource Center";"Licensed";"227 Bear Brook Acres";"Madison Township";"PA";18444;(570) 842-4655;"Mary Lisa Piseczny";;;;"apreciousgiftarc@yahoo.com";"http://www.apreciousgiftarc.com/";"A Precious Gift Adoption Resource Center is a PA not-for-profit corporation founded by two women with unique adoption experiences. We are a progressive, non-traditional licensed adoption agency in northeast Pennsylvania. Because of our unique personal experiences in adoption, A Precious Gift ARC can provide a deep understanding of your fears and concerns and dreams and desires about the adoption process. It is important for you to know that we share your ethical standards and moral convictions as it relates to adoption.";"Birth Parent Services; Adopting Parent Services";"The Adoption Process (Adopting Parent): 1. The Homestudy & Adoption Education. 2. Networking for a Birthfamily. 3. The Wait 4. The Match. 5. Birth & Placement. 6. Post-Placement & Finalization 7. Post-Adoption; The Adoption Process (Birth Parent): 1. Adoption Education - to learn all your options and make a fully-informed decision about the future of your baby. 2. Birthparent Intake - to collect all medical and familial information to better serve you and your baby. 3. Choosing an Adopting Family - to participate in securing your baby's future. 4. Birth and Placement - to provide you with guidance and support during a most critical time. 5. Post-Placement - to provide support and encouragement during healing and recovery"
;"Transitions Adoption Agency Inc.";"Licensed";"355 W. Lancaster Ave.";"Haverford";"PA";19041;(610) 642-4155;"Debbie Fox";;;;;"http://transitionsadoption.com/";"Transitions was founded to provide non-judgmental adoption services to all people, regardless of the color of their skin, background, or circumstances. We have never turned a birth mother away, no matter what her circumstances. By the same token, we work with many kinds of adoptive families including singles, married couples, and same sex couples. Before we place a baby with an adoptive family, we ask the birth parents what kind of family they feel comfortable with, and strictly follow their wishes. Finally, we are proud to say we have never turned a baby away, no matter what the health issues. For example, we have placed babies exposed to HIV and drugs, babies born with spina bifida, Down’s Syndrome, cerebral palsy, and prematurity. Be assured, we also place healthy babies for adoption. In short, we think of ourselves as an inclusive agency in every sense of the word.";"Adoption Services";
;"Absolute Love Adoptions, Inc.";"Licensed";"336 Maryland Ave";"Erie   ";"PA";16505;(412) 889-9155;;;;;"AbsoluteLoveAdoptions@gmail.com";"http://www.absoluteloveadoptions.com/";"Absolute Love Adoptions Inc. is a Pennsylvania adoption agency that provides domestic Home Study and Post Placement services to families adopting through private agencies nationwide. We have been serving the needs of children and families through Department of Public Welfare licensing since 2003. Recognizing the special needs of families working with private agencies outside the state of Pennsylvania, Absolute Love has been committed to providing prompt and thorough domestic Home Study and Post Placement Services. Interstate adoptions require meticulous collaboration with both the sending and receiving state’s offices of Interstate Compact for the Placement of Children. We partner with your placing agency and out of state attorney to provide them with any necessary reports and documents. ";"Domestic Home Study; Post Placement Services";
;"Adelphoi Village - Adoption Services (Blair Region)";"Licensed";"1301 Allegheny Street, Suite 111";"Hollidaysburg";"PA";16648;(814) 695-5076;;;;;;"http://www.adelphoi.org/";"Adoptive families are the answer to many children’s prayers. Adoptive families provide permanent loving homes for children whose biological parents can’t or won’t care for them. Adelphoi, a premier provider of foster/adoptive services in Southwestern PA, is a licensed adoption agency. Through its affiliation with the Statewide Adoption Network (SWAN), Adelphoi is able to register its adoptive parents through the Pennsylvania Adoption Exchange. Once registered, foster/adopt parents have the opportunity to seek information on adoptable children. In situations where a biological parents’ right are terminated, Adelphoi Village families become a resource for adoption. Although private adoptions can be very expensive, adoptions through SWAN are subsidized when circumstances permit. Most of Adelphoi adoptive families are approved as foster-to-adopt families with successful adoption of their foster child.  Information on adoptable children is available from a number of sources, including: Statewide Adoption Network; Pennsylvania Adoption Exchange";"Family Profiles; Family Preparation Training; Child Profiles; Child Preparation; Post-Permanency Services; Placement Services; Child Specific Recruitment";
;"Adelphoi Village - Adoption Services (Huntingdon Region)";"Licensed";"10526 Fairgrounds Road, Suite 3";"Huntingdon";"PA";16652;(814) 506-8943;;;;;;"http://www.adelphoi.org/";"Adoptive families are the answer to many children’s prayers. Adoptive families provide permanent loving homes for children whose biological parents can’t or won’t care for them. Adelphoi, a premier provider of foster/adoptive services in Southwestern PA, is a licensed adoption agency. Through its affiliation with the Statewide Adoption Network (SWAN), Adelphoi is able to register its adoptive parents through the Pennsylvania Adoption Exchange. Once registered, foster/adopt parents have the opportunity to seek information on adoptable children. In situations where a biological parents’ right are terminated, Adelphoi Village families become a resource for adoption. Although private adoptions can be very expensive, adoptions through SWAN are subsidized when circumstances permit. Most of Adelphoi adoptive families are approved as foster-to-adopt families with successful adoption of their foster child.  Information on adoptable children is available from a number of sources, including: Statewide Adoption Network; Pennsylvania Adoption Exchange";"Family Profiles; Family Preparation Training; Child Profiles; Child Preparation; Post-Permanency Services; Placement Services; Child Specific Recruitment";
;"Adelphoi Village - Adoption Services (Westmoreland Region)";"Licensed";"1011 Old Salem Road, Suite 208";"Greensburg";"PA";15601;(724) 838-9074;;;;;;"http://www.adelphoi.org/";"Adoptive families are the answer to many children’s prayers. Adoptive families provide permanent loving homes for children whose biological parents can’t or won’t care for them. Adelphoi, a premier provider of foster/adoptive services in Southwestern PA, is a licensed adoption agency. Through its affiliation with the Statewide Adoption Network (SWAN), Adelphoi is able to register its adoptive parents through the Pennsylvania Adoption Exchange. Once registered, foster/adopt parents have the opportunity to seek information on adoptable children. In situations where a biological parents’ right are terminated, Adelphoi Village families become a resource for adoption. Although private adoptions can be very expensive, adoptions through SWAN are subsidized when circumstances permit. Most of Adelphoi adoptive families are approved as foster-to-adopt families with successful adoption of their foster child.  Information on adoptable children is available from a number of sources, including: Statewide Adoption Network; Pennsylvania Adoption Exchange";"Family Profiles; Family Preparation Training; Child Profiles; Child Preparation; Post-Permanency Services; Placement Services; Child Specific Recruitment";
;"Adelphoi Village - Adoption Services (Williamsport Region)";"Licensed";"1965 Lycoming Creek Road, Suite 208";"Williamsport";"PA";17701;(570) 326-0532;;;;;;"http://www.adelphoi.org/";"Adoptive families are the answer to many children’s prayers. Adoptive families provide permanent loving homes for children whose biological parents can’t or won’t care for them. Adelphoi, a premier provider of foster/adoptive services in Southwestern PA, is a licensed adoption agency. Through its affiliation with the Statewide Adoption Network (SWAN), Adelphoi is able to register its adoptive parents through the Pennsylvania Adoption Exchange. Once registered, foster/adopt parents have the opportunity to seek information on adoptable children. In situations where a biological parents’ right are terminated, Adelphoi Village families become a resource for adoption. Although private adoptions can be very expensive, adoptions through SWAN are subsidized when circumstances permit. Most of Adelphoi adoptive families are approved as foster-to-adopt families with successful adoption of their foster child.  Information on adoptable children is available from a number of sources, including: Statewide Adoption Network; Pennsylvania Adoption Exchange";"Family Profiles; Family Preparation Training; Child Profiles; Child Preparation; Post-Permanency Services; Placement Services; Child Specific Recruitment";
;"Adopt Abroad Inc.";"Licensed";"1424 North 2nd St.";"Harrisburg";"PA";17102;(717) 798-3557;;;;;;"http://www.adopt-abroad.com/";"Adopt Abroad, Inc. is a non-profit, licensed adoption agency dedicated to helping families and children find each other. We are committed to providing more affordable, quality adoption services in the warmest and most professional fashion and to assist you in all the aspects of finding a child. We assist in child placement through International Adoption, Foster Care Adoption, Adoption Home Studies and post Adoption Services.";"Family Profiles; Family Preparation Training; Child Profiles; Child Preparation; Post-Permanency Services; Placement Services; Child Specific Recruitment";
;"Adopt Abroad Inc. of Virginia";"Licensed";"4213 Sonia Court";"Alexandria";"VA";22309;(571) 409-0998;;;;;;"http://www.adopt-abroad.com/";"Adopt Abroad, Inc. is a non-profit, licensed adoption agency dedicated to helping families and children find each other. We are committed to providing more affordable, quality adoption services in the warmest and most professional fashion and to assist you in all the aspects of finding a child. We assist in child placement through International Adoption, Foster Care Adoption, Adoption Home Studies and post Adoption Services.";"Family Profiles; Family Preparation Training; Child Profiles; Child Preparation; Post-Permanency Services; Placement Services; Child Specific Recruitment";
;"Adopt-A-Child, Inc.";"Licensed";"6315 Forbes Ave.";"Pittsburgh";"PA";15217;(412) 421-1911;;;;;"info@adopt-a-child.org";;"Adopt-A-Child, Inc. is a non-profit adoption agency serving couples and single women seeking to build their families through international adoption.";"Adoption";
;"Adoption Connection, PA ";"Licensed";"700 Turnpike Street";"Beaver";"PA";15009;(724) 371-0671;;;;;"info@adoptionconnectionpa.org";"http://adoptionconnectionpa.org/";"Adoption Connection, PA started out as Adoption Connection, Inc. in 1995.  The founder was Judy Vasalinda.  She had a heart for adoption and especially working with birth mothers.  She herself made an adoption plan as a woman with an unplanned pregnancy and then later in life chose to adopt.  In 2008, Adoption Connection, Inc. reincorporated into Adoption Connection, PA.  At this time we were a for profit agency but not classified as a non-profit.  As ACPA, we are now a full service, non-profit, faith based adoption and foster care agency.";"Home studies; Family Training & Support; Advocacy & Matching; Post-Placement Supervision; Court Appearances; Post Permanency; SWAN services (Child Profiles, Family Profiles, Child Preparation, Post-Permanency services, Child Specific Recruitment); Birth Mother Services; Foster Care Services; Outreach – (outreach and education programs are available for schools, churches and community organizations)";
;"Adoptions Related Services, Inc. ";"Licensed";"8 South Main Street";"Shrewsbury";"PA";17361;(717) 227-9560;;;;;"info@adoption-related-services.org";"http://www.adoption-related-services.org/";"Adoptions Related Services, Inc. (ARS) is a full service non-profit adoption agency located in Shrewsbury Pennsylvania. ARS is registered as a 501(c)(3) charity with the Internal Revenue Service. We are licensed by the Commonwealth of Pennsylvania, Department of Public Welfare, Office of Children, Youth and Families. ARS is accredited by the Council on Accreditation as a Hague provider. We can provide services to families adopting from both Hague and non-Hague countries. ARS's mission is to provide quality and professional services to couples, individuals and families, helping them to be successful in their desire to adopt. We believe that every child deserves a stable and loving home regardless of age, culture, race, gender, or special need. Our staff are experienced and licensed social workers. The agency is governed by adoptive parents and those touched by adoption.";"Affordable Domestic and International Adoption Home Studies and Home Study Updates to the citizens of Pennsylvania; Assistance with an adoption from Latvia; Post Placement and Post Adoption Supervisory Reports";
;"Adoption ARC";"Licensed";"4701 Pine Street #J-7";"Philadelphia";"PA";19143;(800) 884-4004;;;;;"merle@adoptionarc.com";"http://www.adoptionarc.com/";"ARC's mission is to serve birth families, children, and adoptive families; to find safe, permanent homes for children regardless of race, religion, ethnicity or disabling condition; and to do so while respecting the highest legal and ethical standards. Every decision the Adoption ARC staff makes will have one thing in common: the best interests of the child. Adoption ARC is committed to placing children of all ages into permanent homes. Adoption ARC will assure that all children are placed with adoptive families who are equipped to preserve their cultural heritage and meet their special needs. ARC has thus far placed approximately 1000 children, 25-30 percent of whom had special needs. Families from Pennsylvania, New Jersey, Delaware, and throughout the United States, Canada and Europe are eager and able to accept these children permanently into their homes.";"Birth Parents Services: Free Confidential Counseling, Family Mediation, Referrals for Pre-Natal Care, Parenting Preparation and Support, Referral for Community Services, Adoption Planning; Adoptive Parents Services";
;"Adoption Services, Inc.";"Licensed";"28 Central Blvd.";"Camp Hill";"PA";17011;(800) 943-0400;;;;;"vince@adoptionservices.org";"http://www.adoptionservices.org/";"Adoption Services is a non-profit private child adoption agency. Since our founding in 1985, we have worked with thousands of birth parents from all over the world and our overall satisfaction rating by birth mothers and birth fathers is excellent.";"Adoption Services";
;"Adoption by Choice";"Licensed";"4408 Peach Street, Suite #201";"Erie";"PA";16509;(814) 836-9887;"Lisa Baronner";;;;"abc@wccerie.org";"http://adoptionbychoice.org/";"Adoption By Choice is a private, Christian non-profit agency licensed by the Commonwealth of Pennsylvania.  Adoption By Choice is a division of The Women’s Care Center of Erie County, Inc., located in Erie, Pennsylvania.";"Birth Parents Services; Adoptive Parents Services";
;"Adoptions From The Heart - Wynnewood PA";"Licensed";"30 Hampstead Circle";"Wynnewood";"PA";19096;(610) 642-7200;;;;;"adoption@afth.org";"http://afth.org/";"Let us help you build the family you’ve been dreaming of. Adoptions from the Heart has placed over 5,081 infants and toddlers in loving homes since our founding in 1985. Adoptions From The Heart is a private, 501 C-3 non-profit, non-sectarian adoption agency, licensed in Pennsylvania, New Jersey, New York, Delaware, Virginia and Connecticut. The trusted adoption professionals at Adoptions From The Heart have offered a wide range of adoption services to prospective adoptive parents, pregnant women, and children from their main office in Wynnewood, PA since 1985.";"Services for Pregnant Women: Legal Assistance, Supportive Counseling; Services for Adoptive Parents: Domestic Adoption, International Adoption Home Studies, Adoption Assistance Services, Learning Center for Adoptive Parents, Testimonials; Other Adoption Services: Assisted Reproduction, International Surrogacy, Adoptee Service";
;"Adoptions From The Heart - Lancaster, PA";"Licensed";"1525 Oregon Pike #402";"Lancaster";"PA";17601;(717) 399-7766;;;;;"adoption@afth.org";"http://afth.org/";"Let us help you build the family you’ve been dreaming of. Adoptions from the Heart has placed over 5,081 infants and toddlers in loving homes since our founding in 1985. Adoptions From The Heart is a private, 501 C-3 non-profit, non-sectarian adoption agency, licensed in Pennsylvania, New Jersey, New York, Delaware, Virginia and Connecticut. Adoptions From The Heart and its team of compassionate adoption professionals have provided a comprehensive range of adoption services to pregnant women, prospective adoptive parents and, most importantly, children for decades from our Lancaster, PA office. In that time, we’ve helped build 6,000 beautiful families.";"Services for Pregnant Women: Legal Assistance, Supportive Counseling; Services for Adoptive Parents: International Adoption Home Studies, Domestic Adoption, Adoption Assistance Services, Testimonials, Learning Center for Adoptive Parents;  Other Adoption Services: Assisted Reproduction, International Surrogacy, Adoptee Service";
;"Adoptions From The Heart - Allentown, PA";"Licensed";"2212 Union Boulevard";"Allentown";"PA";18109;(610) 432-2384;;;;;"adoption@afth.org";"http://afth.org/";"Let us help you build the family you’ve been dreaming of. Adoptions from the Heart has placed over 5,081 infants and toddlers in loving homes since our founding in 1985. Adoptions From The Heart is a private, 501 C-3 non-profit, non-sectarian adoption agency, licensed in Pennsylvania, New Jersey, New York, Delaware, Virginia and Connecticut. Since our founding in 1985, Adoptions From The Heart has built over 6,000 amazing families through adoption, international surrogacy, and third-party reproduction. From our Allentown, PA office, we offer many adoption-related services for prospective adoptive parents, pregnant women, and their children.";"Services for Pregnant Women: Legal Assistance, Supportive Counseling; Services for Adoptive Parents: International Adoption Home Studies, Domestic Adoption, Adoption Assistance Services, Testimonials, Learning Center for Adoptive Parents;  Other Adoption Services: Assisted Reproduction, International Surrogacy, Adoptee Service";
;"Adoptions From The Heart - Greensburg, PA (Pittsburgh, PA)";"Licensed";"1225 South Main Street #207";"Greensburg";"PA";15601;(724) 853-6533;;;;;"adoption@afth.org";"http://afth.org/";"Let us help you build the family you’ve been dreaming of. Adoptions from the Heart has placed over 5,081 infants and toddlers in loving homes since our founding in 1985. Adoptions From The Heart is a private, 501 C-3 non-profit, non-sectarian adoption agency, licensed in Pennsylvania, New Jersey, New York, Delaware, Virginia and Connecticut. From our adoption office in Greensburg, PA, the adoption professionals at AFTH offer prospective adoptive parents, pregnant women, their children, and AFTH adoptees in the Pittsburgh area numerous services. Our professionals have been trusted counselors and advocates for the adoption community in Pittsburgh for decades.";"Services for Pregnant Women: Legal Assistance, Supportive Counseling; Services for Adoptive Parents: International Adoption Home Studies, Domestic Adoption, Adoption Assistance Services, Testimonials, Learning Center for Adoptive Parents; Other Adoption Services: Assisted Reproduction, International Surrogacy, Adoptee Service";
;"Adoptions From The Heart - Wilmington, DE";"Licensed";"18-A Trolley Square";"Wilmington";"DE";19806;(302) 658-8883;;;;;"adoption@afth.org";"http://afth.org/";"Let us help you build the family you’ve been dreaming of. Adoptions from the Heart has placed over 5,081 infants and toddlers in loving homes since our founding in 1985. Adoptions From The Heart is a private, 501 C-3 non-profit, non-sectarian adoption agency, licensed in Pennsylvania, New Jersey, New York, Delaware, Virginia and Connecticut. Adoptions From The Heart’s Wilmington, Delaware office employs the Wilmington area’s most trusted adoption professionals in a safe, comfortable environment. Over decades of service, our adoption experts have provided prospective adoptive parents, pregnant women, and their children in Wilmington, DE with many necessary adoption services.";"Services for Pregnant Women: Legal Assistance, Supportive Counseling; Services for Adoptive Parents: International Adoption Home Studies, Domestic Adoption, Adoption Assistance Services, Testimonials, Learning Center for Adoptive Parents; Other Adoption Services: Assisted Reproduction, International Surrogacy, Adoptee Service";
;"Adoptions From The Heart - Chesapeake, VA";"Licensed";"1407 Stephanie Way, Suite #H";"Chesapeake";"VA";23320;(757) 361-0008;;;;;"adoptions@afth.org";"http://afth.org/";"Let us help you build the family you’ve been dreaming of. Adoptions from the Heart has placed over 5,081 infants and toddlers in loving homes since our founding in 1985. Adoptions From The Heart is a private, 501 C-3 non-profit, non-sectarian adoption agency, licensed in Pennsylvania, New Jersey, New York, Delaware, Virginia and Connecticut. Our Chesapeake, VA adoption agency office is filled with adoption professionals devoted to the happiness of Chesapeake’s prospective adoptive parents, pregnant women, and their children. In a comfortable, caring environment, we offer all members of the adoption triad comprehensive counseling and facilitation in all aspects of the adoption process.";"Services for Pregnant Women: Legal Assistance, Supportive Counseling; Services for Adoptive Parents: International Adoption Home Studies, Domestic Adoption, Adoption Assistance Services, Testimonials, Learning Center for Adoptive Parents; Other Adoption Services: Assisted Reproduction, International Surrogacy, Adoptee Service";
;"Adoptions Forever";"Licensed";"509 Strathmore Road";"Havertown";"PA";19083;(610) 853-2635;"Megan Rasmussen";;;;"Adoptionsforever@yahoo.com";"http://www.adoptionsforever.org/";"We are a fully licensed adoption agency located in the state of Pennsylvania. Our mission is to assist in preparing families who reside in Pennsylvania for their journey of adoption by providing adoption education, consultation, home study and post placement assessments. It is a joy for us to provide this critical component since it is the first essential step in identifying loving and stable homes for children adopted either domestically or internationally. Adoption is an exciting time and with proper information about the adoption process, families can look forward to the home study process with confidence and enthusiasm. ";"Adoption Services";
;"AdoptionLinks of JFS of Greater Harrisburg";"Licensed";"3333 N. Front Street";"Harrisburg";"PA";17110;(717) 233-1681;"Rachel Kuhr";;;;"info@jfsofhbg.org; rkuhr@jfsofhbg.org";"http://www.adoptionlinkspa.org/";"We understand that the decision to build a family through adoption involves much thought and consideration. You begin with renewed hopes and dreams. You form many questions about where to start and how to proceed. We see adoption as a lifelong experience rather than as a single event. Issues appear, disappear, and reappear within the lifetime dynamics of the adoptive family. Our comprehensive adoption program provides services now and throughout the years to come. Our staff is experienced in adoption on both personal and professional levels. Our staff is available for consultation, counseling, workshops, and an exchange of information. AdoptionLinks promotes an active parents network to provide a forum for education, socialization, recreation and mutual support. We are there with you each step of the way as you travel the intricate and rewarding path of parenthood.";"SWAN Services; Private Adoption; International Adoption; Adoption from the Foster Care System; Birth Parent Counseling and Options Counseling; Post Permanency Services";
;"All About Love Adoptions";"Licensed";"64 E. Uwchlan Avenue #248";"Exton";"PA";19341;(610) 429-1001;;;;;"info@AHSAstaff.com";"http://aaladoptionagency.com/";"All About Love Adoptions is a fully licensed adoption agency in Pennsylvania with programs for home study, baby adoption, and unplanned pregnancy counseling. Our home study program is designed to be flexible and meet the needs of many domestic and international programs. Our infant adoption program offers very attentive and compassionate services with experienced social work staff. Unplanned pregnancy counseling is always free and LOCAL social workers are available to work with clients in person, by phone/text or via e-mail to answer questions and help make a plan for your baby. All About Love Adoptions is located in Chester County. We have social workers in Philadelphia and are able to provide home studies throughout Pennsylvania and assist with adoption plans in many other states!";"Home Study; Baby Adoption; Unplanned Pregnancy Counseling";
