"id";"name";"status";"address";"city";"state";"zip";"phone";"contact";"district_office";"do_phone";"license_no";"Email Address";"Website";"Details";"Services";"Adoption Process"
;"Ascentria Community Services, Inc. - Adoption Services";"Licensed";"11 Shattuck Street";"Worcester";"MA";" 01605";(774) 243-3072;"Michelle Horne";;;;"mhorne@ascentria.org";"http://www.ascentria.org/";"Ascentria Adoption Services(formally Lutheran Social Services) is a full service, licensed nonprofit adoption agency serving children and families since 1872. When you choose Ascentria as your adoption agency, we will accompany you every step of the way on this life-changing journey.";"Domestic Adoption; International Adoption Services; Homestudy; Post Placement ";
;"Berkshire Children and Families Adoption Services";"Licensed";"220 Russell Street, Suite 200";"Hadley";"MA";" 01035";(413) 584-5690;;;;;"info@berkshirechildren.org";"http://berkshirechildren.org/";"Adoptive parents come from all walks of life. You do not have to be married, wealthy, or have a specific education or background to adopt a child. If you have ever considered adopting a child in need, we can guide your family journey.";"Adoption Services";
;"Bright Futures Adoption Center";"Licensed";"5 Broadview Rd";"Acton";"MA";" 01720";(978) 263-5400;;;;;"kcheyney@rfkchildren.org";"http://www.rfkchildren.org/";"Bright Futures Adoption Center is a licensed, non-profit, domestic Massachusetts adoption agency dedicated to helping children and families succeed.";"Services for Adopting Parents: Initial Educational Consultation, Homestudy Services, Networking Services, Counseling and Support, Escrow Account Management Services, Post-Placement Supervision, Legal Finalization, Post-Placement Parenting Group, Facilitation of Contact with the Birth Family, Newsletter;  Services for Birth Parents: Education, Counseling and Support, Intake Evaluation, Opportunity to Evaluate and Select Adoptive Parents, Financial Assistance, Post-Placement Services, Facilitation of Ongoing Contact with Your Child’s Adoptive Family, Newsletter;  Services for Adoptive Families: Post-Placement Parenting Group, Facilitation of Ongoing Contact with Your Child’s Birth Family, Newsletter ";
;"Child Adoption Associates, Inc.";"Licensed";"200 Swanton St., Ste. 635";"Winchester";"MA";" 01890";(781) 929-1313;;;;;;;;;
;"Child & Family Services | Fall River";"Licensed";"66 Troy Street";"Fall River";"MA";" 02720";(508) 676-5708;;;;;;"https://child-familyservices.org/";"Child and Family Services strengthens families and the communities in which they live. Child & Family’s mission… “to heal and strengthen the lives of children and families” is built on the following beliefs: Communities thrive when supported by strong families; Society is strengthened by ensuring that children and families attain their full potential; Families are the foundation of a strong community and are essential to a healthy society; Families have the right to raise children in a safe and nurturing environment; Every person has inherent worth and dignity. These beliefs influence the services we provide in our community and have guided our growth since we first opened our doors in 1843. Today, Child & Family Services is the largest and most comprehensive social service provider in Southeastern Massachusetts and the largest provider of adoption services in Massachusetts. Demand for our services has grown and we are expanding to meet that need. At the same time, we continue to work both internally and with community partners to find new and better ways to help people overcome problems and find strength within their family circle.";"Adoption Services: Adoption Search, International Adoption Services, Older Children and Special Needs Adoption; Adoption Journeys - Post Adoption Support Program; Mental Health Services; Community Support Youth & Family Services; Outreach & Community Counseling";
;"Child & Family Services | Merrimack Valley";"Licensed";"439 South Union Street, Suite 203B";"Lawrence";"MA";" 01843";(978) 687-5852;;;;;;"https://child-familyservices.org/";"Child and Family Services strengthens families and the communities in which they live. Child & Family’s mission… “to heal and strengthen the lives of children and families” is built on the following beliefs: Communities thrive when supported by strong families; Society is strengthened by ensuring that children and families attain their full potential; Families are the foundation of a strong community and are essential to a healthy society; Families have the right to raise children in a safe and nurturing environment; Every person has inherent worth and dignity. These beliefs influence the services we provide in our community and have guided our growth since we first opened our doors in 1843. Today, Child & Family Services is the largest and most comprehensive social service provider in Southeastern Massachusetts and the largest provider of adoption services in Massachusetts. Demand for our services has grown and we are expanding to meet that need. At the same time, we continue to work both internally and with community partners to find new and better ways to help people overcome problems and find strength within their family circle.";"Adoption Services: Older Children and Special Needs Adoption; Adoption Journeys; MAPP Training";
;"Children's Friend, Inc. - Adoption and Family Services";"Licensed";"21 Cedar Street";"Worcester";"MA";" 01609";(508) 753-5425;;;;;"adoptions@childrensfriend.org";"http://www.childrensfriend.org/";"Children’s Friend became the first adoption agency in central Massachusetts in the 1850’s. We’re proud that we’re still helping to bring families together more than 150 years later.";"Prepare and train families wanting to adopt through the foster care system; Child adoption assessments, home studies, and case consultation to the Massachusetts Department of Children and Families (DCF); Case management services for DCF, including recruitment of adoptive families and placement of children for adoption; Searches for adoptees, adoptive parents, and birth parents whose adoptions were completed at Children’s Friend";"Steps to becoming an Adoptive Parent: Inquiry - Discuss with a social worker your interest in becoming an adoptive parent. We will answer any questions you have and will help you get started; Application - A social worker will send you an application or, upon your request, will visit your home.  Complete this form and return it to the agency or office you have chosen; Safety Check - Background record checks are completed.  Your home must pass physical standards.  We seek to ensure that your household is a safe environment for placing a child; Massachusetts Approach to Partnership in Parenting (MAPP) training – You will be invited to attend a training program. You will learn about the needs of our waiting children. The training covers topics such as communication, building self-esteem, child guidance and understanding behaviors; Home Study - A social worker will visit your home, interview your family members and will request personal references from you. Applicants complete fingerprint checks.  Following the visits and reference checks, the social worker prepares a home study document. This document details your family strengths. It will also identify the type of child who is the best fit for your family; License - Once your home study has been completed and approved, your family becomes licensed; Placement - Placement decisions are based on the ability of your family to meet the needs of a particular child or sibling group."
;"Children's Services of Roxbury, Inc";"Licensed";"520 Dudley Street";"Roxbury";"MA";" 02119";(617) 445-6655;;;;;;"https://www.csrox.org/";"CSR's founders were a dedicated group of activists who saw the need for community-based services for residents of Roxbury and its adjoining neighborhoods. Today, the agency services a diverse mix of families and individuals throughout the Commonwealth of Massachusetts. CSR is the largest minority-administered agency in Greater Boston, with deep roots in the neighborhoods of Boston and an increasing capacity to serve communities statewide. For more than 44 years, CSR has provided services to children in the care or custody of the Commonwealth of Massachusetts and to their families. CSR began with the understanding that too many families and children of every race, ethnic and linguistic background found themselves trapped in systems which they did not trust, and therefore could not use effectively to meet their needs. CSR's approach was to place the family at the center of the system - concentrating on building a network of professional and community supports that could nurture trusting relationships, communicate respect, and teach the skills of empowerment. In the early 1990's CSR added services for youth, and emergency and transitional housing services for homeless families and adults.";"Adoption Assessments; Intensive Foster Care; Family Resident Foster Care; Family Stabilization and Support; Family Visitation; Lifelong Family Connections; Parent Mentoring; Safe Passage";
;"China Adoption With Love, Inc.";"Licensed";"251 Harvard Street, Suites 17 & 19";"Brookline";"MA";" 02446";(617) 232-8288;;;;;"info@cawli.org";"http://chinaadoption.org/";"China Adoption with Love, Inc. was established in 1995 in response to the increasing need for adoption services from China. We are accredited by the Council on Accreditation (COA). We are a licensed child placement agency in Massachusetts, a 501(c)(3) federal nonprofit organization and fully registered with the China Center of Adoption Affairs. We are also now licensed in Florida, Maine, Rhode Island, and New Hampshire! This means that we are able to conduct home studies and post adoption services only in those states, however, WE ARE ABLE TO PLACE IN ALL 50 STATES!";"Services limited to Chinese International Adoptions";"1. Attend individual Orientation/Informational Meeting 2. Apply to CAWLI with completed application. CAWLI will then email you our Intake Package. 3. Complete home study process and gather all documents at the same time. A social worker is assigned following the Intake meeting & once we receive the home study/post adoption fee. 4. Apply to the USCIS with a completed I-800A form and supporting documents. A completed, original home study shall also be included. 5. About 4 weeks after the USCIS receives your application and home study, you will receive a letter asking you to come in for fingerprinting. Everyone over the age of 18 in your home must go. During this time, have your documents notarized, certified by the states where they are issued and authenticated by the Chinese Consulate Office that serves your state. 6. About 6-8 weeks from receipt of your home study, I-800A, and fingerprinting, USCIS sends your approval (I-171-H or I-797) to you. 7. Processing your Dossier. After you have your documents ready, you must have your documents notarized, certified and authenticated. 8. CAWLI then sends your Dossier To China (DTC date). You are now considered a “Waiting Family.” You will be encouraged to contact other DTC families and will automatically receive e-mail updates on a monthly basis from the agency when we receive new referrals. 9. Referral wait - varies depending on the type of child you wish to adopt.  Please contact us for more information regarding this time frame. Our agency shall include your family in our effort to find homes for the children in the CCCWA waiting children program at your request before and after we send your dossier to China. 10. After we received the Letter of Acceptance from the CCCWA, It is time for you to apply for I-800 conditional pre-approval to USCIS. It takes about 1 months to get the approval. Then we send the I-800 approval and the LOA (with your signature) to the American Consulate in Guangzhou for Article 5 approval (issued in 2 weeks). Then the Article 5 approval will be sent to the CCCWA for travel notice. 11. Travel to China. It takes about 2-4 weeks for the CCCWA to process your Travel Notice. Once we get your travel approval, we can request visa appointments for you with the American Consulate in Guangzhou. Once the date is confirmed we are able to set final travel dates. Typically, we have travel dates about 2 weeks before your departure dates. Please be advised that this time frame is subject to change (weather, holidays, etc.). 12. Post Adoption Services. Families are required by CCCWA to do 6 post adoption reports (with pictures of your child) at 6 months, 12 months, and 2 years with your social worker. The final three reports at 3 years, 4 years, and 5 years can be wirrten by the parents themselves."
;"Full Circle Adoption - Northampton";"Licensed";"39 Main Street";"Northampton";"MA";"01060";(800) 452-3678;;;;;"Team@fullcircleadoptions.com";"http://fullcircleadoptions.org/";"Full Circle Adoptions is a fully licensed and Hague Accredited nonprofit adoption agency. The agency provides comprehensive adoptive services for families throughout the US and other countries as well. The agency provides adoption services to expectant parents, prospective adoptive parents and children. Expectant parents can be living in any state. The agency does not require expectant parents to travel - we work with adoption professionals close to where you live. Adoptive parents can live throughout the US and in other countries as well.";"Adoption Services";
;"Full Circle Adoption - Arlington";"Licensed";"1025 Massachusetts Avenue";"Arlington";"MA";"02476";(800) 452-3678;;;;;"Team@fullcircleadoptions.com";"http://fullcircleadoptions.org/";"Full Circle Adoptions is a fully licensed and Hague Accredited nonprofit adoption agency. The agency provides comprehensive adoptive services for families throughout the US and other countries as well. The agency provides adoption services to expectant parents, prospective adoptive parents and children. Expectant parents can be living in any state. The agency does not require expectant parents to travel - we work with adoption professionals close to where you live. Adoptive parents can live throughout the US and in other countries as well.";"Adoption Services";
;"MSPCC Adoption Services";"Licensed";"3815 Washington Street, Suite 2";"Boston";"MA";"02130";(617) 587-1554;"Ashley Pepoli";;;;"apepoli@mspcc.org";"http://www.mspcc.org/";"MSPCC is committed to finding permanent, loving, and stable families for society’s most vulnerable children. Children who are in the custody of the Department of Children and Families (DCF) have been removed from their biological families due to concerns of abuse and/or neglect and are typically residing in foster care, group homes, and/or residential settings. MSPCC works with and provides training for families who are interested in adopting children who may be slightly older, present with special behavioral, emotional, and/or medical needs, or may do best with continued contact with biological family post adoption. These children are of all racial and ethnic compositions and may be part of a sibling group. Our agency is welcoming and affirming. We work with individuals or couples regardless of sexual orientation, race, ethnicity, religion or gender. There is no fee to adopt a child in the care of DCF.";"Adoption through Foster Care: Informational Sessions for Prospective Adoptive Parent(s) to Discuss the Process of Adopting through Foster Care; MAPP Training; Matching; Post Placement Support; Post Adoption Support";
;"Southeastern Adoption Services";"Licensed";"8 Prospect Drive";"Mattapoisett";"MA";"02739";(508) 758-4801;;;;;;;;;
;"Stepping Stones";"Licensed";"110 Haverhill Rd., Ste 318";"Amesbury";"MA";"01913";(888) 866-0113;;;;;;;;;
;"Alliance for Children Inc.";"Licensed";"17 Oak Street, 2nd Floor";"Needham";"MA";"02492";(781) 444-7148;;;;;"info@allforchildren.org";"http://www.allforchildren.org/";"Alliance For Children is a full-service, private, Hague-Accredited, nonprofit adoption agency that has been in operation since 1974. We are licensed to conduct home studies for people living in Massachusetts, Rhode Island, New York, New Jersey, Pennsylvania, Florida, Arkansas and Texas, place children born domestically/ internationally with adoptive families throughout the US, and provide counseling services to birth parents nationwide. We work closely with other agencies, creating a large cooperative and collaborative network. We believe that children thrive and grow best when they are raised with the love and support of a forever family; we also believe that those who wish to be parents should have the opportunity for a little person to fill their lives with love and laughter. We are inspired by the children, birth parents, and adoptive families who give so much meaning to our work, and by our role in making dreams come true. In addition to working with all members of the adoption triad, we are committed to offering financial assistance to childcare institutions in order to improve the living standards of children—those awaiting placement as well as those for whom adoption may not be a possibility. We are strong advocates for older children and children with special needs, and will go the extra mile to assist them, either through adoptive placement or by providing other kinds of support and resources. What sets us apart from other agencies? All of us share a true and deep passion for the work that we do each and every day. Virtually every staff member has been touched by adoption, many on a very personal level. We know that an adoption process may be challenging, amazing, wonderful, overwhelming—perhaps all at the same time. We face the challenges of our work with fierce determination, and celebrate our families' successes with great joy. We pride ourselves on our ability to meet the needs of the adoption community with compassion, integrity, professionalism, and personalized attention and care. Our web site is ""allforchildren.org."" As the name suggests, our priority is to enrich the lives of all children everywhere. We are Alliance For Children.";"Unplanned Pregnancy Help; Domestic Adoption; International Adoption";
;"The Way to Be Home, Inc.";"Licensed";"958 River St.";"Hyde Park";"MA";"02136";(617) 361-6626;;;;;;;;;
;"Wide Horizons for Children, Inc.";"Licensed";"375 Totten Pond Road, Suite 400";"Waltham";"MA";"02451";(781) 894-5330;;;;;"info@whfc.org";"https://www.whfc.org/";"Wide Horizons For Children is dedicated to the well-being and security of vulnerable and orphaned children worldwide. To accomplish our mission, we: Strengthen families to improve their ability to care for their children; Improve outcomes for children living outside of parental care; Place children with loving, adoptive families; Support birth parents, adoptive parents and children throughout their lives";"International Adoptions; Adoptions From The US";"International Adoptions Process: Complete and submit the WHFC Registration Form with the registration fee. If you have adopted with us before, return the form only (the registration fee is waived); Once we receive your registration, we will send application materials. After you submit the documents needed to begin and the required fee, we will contact you to discuss the pre-adoption education requirements, home study and program selection process;  All applicants must complete more than10 hours of pre-adoption education classes. Topics include short and long-term adjustment, acceptance of your child by family and the community, and medical and legal concerns. All states also require families to complete a home study with a licensed social worker. The goal is to learn more about you, discuss the adoption choices open to your family and exchange ideas and concerns about parenting. Your home study will take a few months to complete, and you will be asked to gather supporting documents, including a criminal background check. We will also provide detailed information on the country or countries you are interested in adopting from and the paperwork requirements. You will have the opportunity to speak with our program coordinators and families who have adopted from these countries about their experiences.; A completed I-600A or I-800A form will need to be submitted to USCIS as soon as you receive written instructions from WHFC. Forms are available from a USCIS office or can be downloaded at www.uscis.gov. You will then receive an appointment for fingerprinting, required for FBI clearance, within 3-6 weeks. Final approval takes 3-4 months on average.; Most countries require families to submit a dossier, a set of documents mandated by foreign officials before an adoption can move forward. Once we receive your completed dossier, including USCIS approval, your documents will be sent to our overseas partners for review. If your dossier is accepted, you will be placed on the list of families waiting for the referral of a child; We will contact you once we receive your child’s referral, which can include a brief medical report, social history and photograph(s). The information and level of detail you receive will depend upon the country you are adopting from. You should consult with a physician or international adoption clinic familiar with the health and adjustment issues of children adopted from the country you have chosen before making your decision; You will travel to pick up your child. Upon your return to the US, it is important to contact your social worker within 24-48 hours of your arrival home; On average, you can expect to meet with your social worker at least 3 times within the first 6 months of your child’s arrival. In fact, actual post-placement reporting requirements vary by state and/or the child’s country of birth, and can range from 6 months to several years; We encourage you to legalize your child’s adoption in your state of residence, even if the adoption was finalized overseas. This gives both you and your child the added protection of US law. In fact, adoptions from some countries MUST be finalized through your state court system following the child’s arrival in the US. All children are granted US citizenship after their adoptions are full and final; Domestic Adoption Process: Complete and submit the WHFC Registration Form with the registration fee. If you have adopted with us before, return the form only (the registration fee is waived); Once we receive your registration, we will send application materials. After you submit the documents needed to begin and the required fee, we will contact you to discuss the pre-adoption education requirements, home study and program selection process; All applicants must complete more than10 hours of pre-adoption education classes. Topics include short and long-term adjustment, acceptance of your child by family and the community, and medical and legal concerns. All states also require families to complete a home study with a licensed social worker. The goal is to learn more about you, discuss the adoption choices open to your family and exchange ideas and concerns about parenting. Your home study will take a few months to complete, and you will be asked to gather supporting documents, including a criminal background check. We will also provide detailed information on the country or countries you are interested in adopting from and the paperwork requirements. You will have the opportunity to speak with our program coordinators and families who have adopted from these countries about their experiences; You will prepare an adoptive family profile, including a letter and series of photographs, for birth parents to review. Our domestic team will also work with you to understand the types of situations you are open to;  WHFC will present your profile to expectant parents considering adoption, and you will be notified when there is a possible match; In many cases, adoptive parents are able to receive their child directly from the hospital; On average, you can expect to meet with your social worker at least 3 times within the first 6 months of your child’s arrival. In fact, actual post-placement reporting requirements vary by state and/or the child’s country of birth, and can range from 6 months to several years;  After the mandated post-placement period, WHFC or your placing agency will assist you in finalizing your child’s adoption."
;"Bethany Christian Services";;"40 Kenwood Circle, Suite 2";"Franklin";"MA";"02038";(978) 794-9800;;;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we believe children thrive in safe, loving, and forever families. This year we celebrate 30 years of creating and strengthening families for children in Massachusetts and Rhode Island and are so thankful for God’s grace, extravagant love, and hope for all we serve. ";"International Adoption; Infant Adoption; Pregnancy Support; Safe Families for Children";
;"Downey Side";"Licensed";"30 Sherman Street";"Springfield";"MA";"01109";"(800) US-CHILD";;;;;"springfieldma@downeyside.org";"http://www.downeyside.org/";"Downey Side is a full service adoption agency which offers the prospective adoptive parent an array of services throughout the entire adoption process.";"Adoption Services";
;"The Home for Little Wanderers - Adoption Program";"Licensed";"50 Redfield Street";"Dorchester";"MA";"02122";(617) 288-7450;;;;;;"http://www.thehome.org/";"The Adoption Program at The Home for Little Wanderers is dedicated to providing permanent homes for children and offers adoption services to families interested in children of all ages. We offer couples and single persons of all races, ethnicities, sexual orientations, gender identities, socio-economic backgrounds and religions many options for starting or adding to their families. The Home is a full-service adoption program placing infants, children identified internationally, and waiting children from foster care. The infant/domestic adoption services include identified, open and interstate adoptions. In addition, The Home provides MAPP training, adoption assessments, and child-specific recruitment services to DCF. Lastly, the adoption program offers post-adoption services including support groups, search/reunion services and counseling. Staff are available to assist families in finding the adoption program which is right for them and will answer all questions with honesty, compassion, and expertise.";"Intercountry Adoption: Home Study, Pre-Placement Coordination, Post-Placement/Legalization Services; Domestic Adoption: Adoption home study of prospective adoptive parent(s) and home study updates, Adoption educational series for prospective adoptive parent(s), Pre-placement coordination, Facilitation/coordination with second agency during the matching and pre-placement, Potential matching of adoptive parent(s) with all infants and children voluntarily relinquished to The Home through our counseling services, Interstate Compact services (necessary for any adoption that takes place between 2 states), Placement and post-placement supervision, Legalization of the adoption after the child has been in the home for at least 6 months, Post legalization support; Expectant/Birth Parent Counseling; Post Adoption (Search and Reunion)";
;"Child and Family Services of Northeast Michigan, Inc.";"Licensed";"1044 U.S. 23 North";"Alpena";"MI";49707;(989) 356-4567;"Kelsey Kannowski";;;;"kannowskik@cfsnemi.org; email@cfsnemi.org";"http://www.cfsnemi.org/";"Child & Family Services of Northeast Michigan as we know it today first opened its doors in 1958 as a field office of the Michigan Children’s Aid Society as a response to the needs expressed by our local communities. In recent years, our agency has provided services which address such major community concerns as: child abuse and neglect, juvenile delinquency, the breakdown of family relationships, the plight of homeless children, and those with special needs. Child & Family Services of Northeast Michigan is a child welfare agency seeking to promote the social and emotional well-being of families and individuals in Northeast Michigan by fostering healthy personality and social skill development while strengthening and supporting family functioning. We have hosted a number of programs throughout the years designed address this region’s needs from specialized foster care to adoption to various Great Start initiatives. We seek to collaborate and coordinate services with the other public and private human service providers throughout the region in order to strengthen Northeast Michigan as a whole. Types of Children Who Are Available for Adoption: Those whose biological parents parental rights have been terminated through the judicial process and children who have been voluntarily released by their parents.";"Orientation: An overview of our adoption program; Access to PRIDE Training Sessions (Parent Resource Information Development Education) from Licensing Department; Preliminary Family Assessment; Initial Family Adoption Evaluation; Placement Services; Supervision of adoptive placements; Referrals to community resources";
;"Upper Peninsula Family Solutions, Inc. Adoption Program - Marquette Office";"Licensed";"307 S Front St #130";"Marquette";"MI";49855;(906) 273-1095;;;;;;"http://upfs.org/";"The UPFS Adoption Program provides adoptive placement through the: State of Michigan Foster Care System; Michigan Adoption Resource Exchange (MARE).";"Adoption Services";
;"Upper Peninsula Family Solutions, Inc. Adoption Program - Hancock Office";"Licensed";"200 Michigan St #718";"Hancock";"MI";49930;(906) 523-1004;;;;;;"http://upfs.org/";"The UPFS Adoption Program provides adoptive placement through the: State of Michigan Foster Care System; Michigan Adoption Resource Exchange (MARE).";"Adoption Services";
;"Lutheran Adoption Service - Troy";"Licensed";"2170 E. Big Beaver";"Troy";"MI";48083;(248) 423-2770;;;;;;"http://www3.lssm.org/adoption";"Lutheran Adoption Service is Michigan's largest full service private adoption agency, providing services for International, Domestic Infant & State Ward adoption services. Lutheran Adoption Service specializes in the placement of children from the State’s foster care system. Many children in foster care are in need of permanent adoptive homes. Most of these children have been neglected, abused or abandoned by their birth parents. The majority of children waiting for adoptive homes are African-American. Many of them are school age, male or are part of a sibling group who need to be placed together. Learning disabilities, developmental delays and emotional problems are common. Most of these children are in need of ongoing therapy and adoptive families find this a key ingredient to success.";"Adoption Services: Training and orientation for adoptive parents; Adoptive Family Assessments; Adoption Supervision; Requesting Information; Search And Reunion Services";"The Adoption Process: Prospective adoptive parents attend an orientation and training program, and then file a formal application. Lutheran Adoption Service will conduct a thorough assessment of your family. We will identify a child or sibling group we think will do well as part of your family. You will be able to visit with the child(ren) and decide if it is a good match. After the child is placed in your home, we will supervise the placement for at least 6 months until the adoption is finalized."
;"Lutheran Adoption Service - Clare";"Licensed";"1416 N. McEuan St.";"Clare";"MI";48617;(989) 386-2101;;;;;;"http://www3.lssm.org/adoption";"Lutheran Adoption Service is Michigan's largest full service private adoption agency, providing services for International, Domestic Infant & State Ward adoption services. Lutheran Adoption Service specializes in the placement of children from the State’s foster care system. Many children in foster care are in need of permanent adoptive homes. Most of these children have been neglected, abused or abandoned by their birth parents. The majority of children waiting for adoptive homes are African-American. Many of them are school age, male or are part of a sibling group who need to be placed together. Learning disabilities, developmental delays and emotional problems are common. Most of these children are in need of ongoing therapy and adoptive families find this a key ingredient to success.";"Adoption Services: Training and orientation for adoptive parents; Adoptive Family Assessments; Adoption Supervision; Requesting Information; Search And Reunion Services";"The Adoption Process: Prospective adoptive parents attend an orientation and training program, and then file a formal application. Lutheran Adoption Service will conduct a thorough assessment of your family. We will identify a child or sibling group we think will do well as part of your family. You will be able to visit with the child(ren) and decide if it is a good match. After the child is placed in your home, we will supervise the placement for at least 6 months until the adoption is finalized."
;"Lutheran Adoption Service - Jackson";"Licensed";"209 E. Washington, Ste 284";"Jackson";"MI";49201;(517) 789-6444;;;;;;"http://www3.lssm.org/adoption";"Lutheran Adoption Service is Michigan's largest full service private adoption agency, providing services for International, Domestic Infant & State Ward adoption services. Lutheran Adoption Service specializes in the placement of children from the State’s foster care system. Many children in foster care are in need of permanent adoptive homes. Most of these children have been neglected, abused or abandoned by their birth parents. The majority of children waiting for adoptive homes are African-American. Many of them are school age, male or are part of a sibling group who need to be placed together. Learning disabilities, developmental delays and emotional problems are common. Most of these children are in need of ongoing therapy and adoptive families find this a key ingredient to success.";"Adoption Services: Training and orientation for adoptive parents; Adoptive Family Assessments; Adoption Supervision; Requesting Information; Search And Reunion Services";"The Adoption Process: Prospective adoptive parents attend an orientation and training program, and then file a formal application. Lutheran Adoption Service will conduct a thorough assessment of your family. We will identify a child or sibling group we think will do well as part of your family. You will be able to visit with the child(ren) and decide if it is a good match. After the child is placed in your home, we will supervise the placement for at least 6 months until the adoption is finalized."
;"Lutheran Adoption Service - Saginaw";"Licensed";"915 Federal Ave.";"Saginaw";"MI";48607;;;;;;;"http://www3.lssm.org/adoption";"Lutheran Adoption Service is Michigan's largest full service private adoption agency, providing services for International, Domestic Infant & State Ward adoption services. Lutheran Adoption Service specializes in the placement of children from the State’s foster care system. Many children in foster care are in need of permanent adoptive homes. Most of these children have been neglected, abused or abandoned by their birth parents. The majority of children waiting for adoptive homes are African-American. Many of them are school age, male or are part of a sibling group who need to be placed together. Learning disabilities, developmental delays and emotional problems are common. Most of these children are in need of ongoing therapy and adoptive families find this a key ingredient to success.";"Adoption Services: Training and orientation for adoptive parents; Adoptive Family Assessments; Adoption Supervision; Requesting Information; Search And Reunion Services";"The Adoption Process: Prospective adoptive parents attend an orientation and training program, and then file a formal application. Lutheran Adoption Service will conduct a thorough assessment of your family. We will identify a child or sibling group we think will do well as part of your family. You will be able to visit with the child(ren) and decide if it is a good match. After the child is placed in your home, we will supervise the placement for at least 6 months until the adoption is finalized."
;"Lutheran Adoption Service - Ann Arbor";"Licensed";"2770 Carpenter Rd, Suite 200";"Ann Arbor";"MI";48108;(734) 971-1944;;;;;;"http://www3.lssm.org/adoption";"Lutheran Adoption Service is Michigan's largest full service private adoption agency, providing services for International, Domestic Infant & State Ward adoption services. Lutheran Adoption Service specializes in the placement of children from the State’s foster care system. Many children in foster care are in need of permanent adoptive homes. Most of these children have been neglected, abused or abandoned by their birth parents. The majority of children waiting for adoptive homes are African-American. Many of them are school age, male or are part of a sibling group who need to be placed together. Learning disabilities, developmental delays and emotional problems are common. Most of these children are in need of ongoing therapy and adoptive families find this a key ingredient to success.";"Adoption Services: Training and orientation for adoptive parents; Adoptive Family Assessments; Adoption Supervision; Requesting Information; Search And Reunion Services";"The Adoption Process: Prospective adoptive parents attend an orientation and training program, and then file a formal application. Lutheran Adoption Service will conduct a thorough assessment of your family. We will identify a child or sibling group we think will do well as part of your family. You will be able to visit with the child(ren) and decide if it is a good match. After the child is placed in your home, we will supervise the placement for at least 6 months until the adoption is finalized."
;"Lutheran Adoption Service - Flint";"Licensed";"400 N. Saginaw, Ste 104";"Flint";"MI";48502;(810) 234-9324;;;;;;"http://www3.lssm.org/adoption";"Lutheran Adoption Service is Michigan's largest full service private adoption agency, providing services for International, Domestic Infant & State Ward adoption services. Lutheran Adoption Service specializes in the placement of children from the State’s foster care system. Many children in foster care are in need of permanent adoptive homes. Most of these children have been neglected, abused or abandoned by their birth parents. The majority of children waiting for adoptive homes are African-American. Many of them are school age, male or are part of a sibling group who need to be placed together. Learning disabilities, developmental delays and emotional problems are common. Most of these children are in need of ongoing therapy and adoptive families find this a key ingredient to success.";"Adoption Services: Training and orientation for adoptive parents; Adoptive Family Assessments; Adoption Supervision; Requesting Information; Search And Reunion Services";"The Adoption Process: Prospective adoptive parents attend an orientation and training program, and then file a formal application. Lutheran Adoption Service will conduct a thorough assessment of your family. We will identify a child or sibling group we think will do well as part of your family. You will be able to visit with the child(ren) and decide if it is a good match. After the child is placed in your home, we will supervise the placement for at least 6 months until the adoption is finalized."
