"id";"name";"status";"address";"city";"state";"zip";"phone";"contact";"district_office";"do_phone";"license_no";"Email Address";"Website";"Details";"Services";"Adoption Process"
;"Adoption and Counseling Service";"Licensed";"731 James Street";"Syracuse";"NY";"13203";(315) 559-0979;;;;;"adoptionandcounseling@gmail.com";"http://www.adoptionandcounseling.org/";"Adoption and Counseling Service is a local, not-for-profit, New York State authorized, full service adoption agency. Located in Syracuse, NY, we work with expectant parents who are considering adoption and singles and couples who want to adopt. For more than 30 years, our agency has been committed to the idea that all children deserve a loving, permanent home. We have been a full service adoption agency since 1983. If you live in Central New York, within 100 miles of our agency office, we provide personalized services and local counseling to address your needs and concerns.  ";"Adoptive Parent Services; Birth Mother Services";
;"Baker Victory Services - Adoption";"Licensed";"780 Ridge Road";"Lackawanna";"NY";14218;(716) 828-9636;"Carrie Jacobs";;;;"cjacobs@olv-bvs.org";"http://bvsadoption.org/";"Established a century ago, the BVS Adoption Program has evolved into a renowned resource for a wide range of adoptive services. Our mission is to assist birth mothers, families and adoptees through the often complex and always emotional adoption process. Located near Buffalo, NY, Baker Victory Services is an accredited, licensed adoption agency. Some of the services we offer include: decision counseling, home studies, and domestic and international adoptions. And although we offer many different programs to many different people, our goal and mission remain the same: to bring loving families together. Read real stories about adoption through Baker Victory Services Adoption.";"Decision Counseling; Home Studies; Domestic and International Adoptions";
;"Bethany Christian Services";"Licensed";"410 Troy-Schenectady Road, Suite 202";"Latham";"NY";12110;(518) 782-7800;;;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Pregnancy Support; Infant Adoption; International Adoption; Foster Care Adoption";
;"Bethany Christian Services";"Licensed";"321 East Ave";"Rochester";"NY";14604;(585) 288-6760;;;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Infant Adoption; International Adoption; Pregnancy Support";
;"Bethany Christian Services";"Licensed";"1115 Broadway, 10th Floor, Suite 1028";"New York";"NY";10010;(212) 714-3550;;;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Pregnancy Support; Infant Adoption; International Adoption";
;"Buffalo Urban League -  Foster Care and Adoption";"Licensed";"371 Delaware Avenue";"Buffalo";"NY";14202;(716) 250-2430;"Tafadzwa I. Chieza";;;;"tchieza@buffalourbanleague.org";"http://buffalourbanleague.org/";"The Foster Care and Adoption programs are committed to enhancing the quality of life for children by placing them with families through foster care or adoption. Our priority is to recruit and approve foster and adoptive families who provide a safe, stable, nurturing and positive environment for the children placed in their homes. The initial goal of children remanded into foster care is reunification with their birth parents. However, when reunification fails and is no longer a viable option, the children are freed for adoption through the legal adoption process in Family Court.";"Recruitment Services; Home-studies/Evaluations for families recruited. This process includes counseling, training, advocacy and support; Pre/Post Placement Services such as assisting families in identifying and matching them with children; pre-placement counseling for child and family; intensive support services for families at placement and during placement; Services to Children including counseling, support groups, medical services, advocacy with ecological systems (schools, service agencies, recreation, etc.); Services to Birth Parents including separation and loss issues resolutions, counseling, support groups; Post Adoption Services";
;"Cardinal McCloskey Community Services - Adoption Services";"Licensed";"115 E Stevens Ave, Suite LL5";"Valhalla";"NY";10595;(914) 997-8000;;;;;"FLardo-Dimarco@cmcs.org";"http://www.cmcs.org/";"Our adoption unit has been consistently awarded New York City’s highest honor of “Outstanding Achievement” in Adoption Services. While our goal is to keep the family unit together, the safety of our children is our top priority. Unfortunately, there are situations where it is impossible for a child to remain with or return to their birth parents. In these very sad situations, our adoption unit social workers are dedicated to finding loving and stable permanent homes for these children. During Fiscal Year 2011, the adoption unit secured homes for 57 children, once again surpassing its goals and making it one of the preferred providers of adoption services in the New York City area.  Additionally, of all agencies in the City of New York, CMCS achieved the highest adoption score.";"Adoption Services";
;"Catholic Charities of Broome County - Pregnancy, Parenting and Adoption Services";"Licensed";"232 Main Street";"Binghamton";"NY";13905;(607) 729-9166;;;;;;"http://www.catholiccharitiesbc.org/";"This program provides professional counseling and planning for single expectant parents and their families, counseling case management, individual prenatal and parenting instruction, infant care, education on human sexuality and childbirth. The PPA Program also provides all aspects of adoption services including: domestic and international home studies, placement supervision, preparation for legal adoption, and post placement services. The services are provided by a staff of New York State Certified Social Workers and a Registered Nurse. Additionally, The PPA program offers STEP-Early Childhood classes and the ""The Happiest Baby"" (an infant parenting program).";"Comprehensive Information about all Aspects of Adoption; Education and Preparation for Adoption; Counseling regarding Infertility; Post-Placement Services; Post-Adoption Counseling";
;"Catholic Charities of Buffalo - Adoption";"Licensed";"525 Washington St.";"Buffalo";"NY";14203;(716) 856-4494;;;;;"Foster.adopt@ccwny.org";"http://www.ccwny.org/";"Catholic Charities provides parent training, home studies, placement and supervision until adoption is finalized. With one in every six couples struggling with infertility, adoption is an avenue many are surprised to find themselves walking down. Catholic Charities staff understands the questions and answers are many and the solutions can take precious time for hopeful parents. With skill and strong resources, the Catholic Charities team works to serve families seeking to adopt and children with a goal of adoption. Side by side, our adoptive parents never feel alone as they work through home studies, the searching process, placement, supervision, parent training and finalization of the adoption. With Catholic Charities adoption service, confident and excited new parents are made every year.";"Adoption Services";
;"Catholic Charities of Cortland County - Adoption Services";"Licensed";"33-35 Central Avenue";"Cortland";"NY";13045;(607) 756-5992;;;;;"adoption@ccocc.org";"http://www.ccocc.org/";"We help adopting families navigate and complete the adoption process, which includes working with the court system, attorneys, schools, medical providers, and other service agencies. Our adoption service is a collaborative process between Catholic Charities and the Cortland County Department of Social Services. Information and referral for families or individuals considering adoption is also available. We are not a private adoption agency, although we are available to provide information to those who are interested in learning more about adoption and those who are involved in an adoption process at another agency. The program also offers adoption home study services for families involved in private adoptions or adoptions through another agency.";"Adoption Services";
;"Catholic Charities of Ogdensburg - Adoption";"Licensed";"716 Caroline Street";"Ogdensburg";"NY";13669;(315) 393-2660;;;;;"slcatholic.charities@gmail.com";"http://www.cathcharities.org/";"If you decide that you are unprepared to raise a child, we can talk to you about adoption. Adoption is the permanent and legal placement of a child with people who will love and care for the child as their own. You can participate in some of the decisions about the family who will become parents to your baby. We follow procedures which assure that your legal rights, those of the baby and the adoptive family are protected. The decision is always yours. Fees for adoptive parents are based on a sliding fee scale. All services to birth parents are provided free of charge.";"Casework and/or counseling with birth parents; Domestic and international home studies; Post-placement visits and reports; Preparation of paperwork for adoption finalization court proceedings; Researches for non-identifying information";
;"Catholic Charities of Ogdensburg - Adoption";"Licensed";"6866 State Highway 37";"Ogdensburg";"NY";13669;(315) 393-2255;;;;;;"http://www.cathcharities.org/";"If you decide that you are unprepared to raise a child, we can talk to you about adoption. Adoption is the permanent and legal placement of a child with people who will love and care for the child as their own. You can participate in some of the decisions about the family who will become parents to your baby. We follow procedures which assure that your legal rights, those of the baby and the adoptive family are protected. The decision is always yours. Fees for adoptive parents are based on a sliding fee scale. All services to birth parents are provided free of charge.";"Casework and/or counseling with birth parents; Domestic and international home studies; Post-placement visits and reports; Preparation of paperwork for adoption finalization court proceedings; Researches for non-identifying information";
;"Catholic Charities of Ogdensburg - Adoption";"Licensed";"145 Clinton Ave.";"Watertown";"NY";13601;(315) 788-4330;;;;;;"http://www.cathcharities.org/";"If you decide that you are unprepared to raise a child, we can talk to you about adoption. Adoption is the permanent and legal placement of a child with people who will love and care for the child as their own. You can participate in some of the decisions about the family who will become parents to your baby. We follow procedures which assure that your legal rights, those of the baby and the adoptive family are protected. The decision is always yours. Fees for adoptive parents are based on a sliding fee scale. All services to birth parents are provided free of charge.";"Casework and/or counseling with birth parents; Domestic and international home studies; Post-placement visits and reports; Preparation of paperwork for adoption finalization court proceedings; Researches for non-identifying information";
;"Catholic Charities of Ogdensburg - Adoption";"Licensed";"43 Durkee St., Suite 300B";"Plattsburgh";"NY";12901;(518) 561-0470;;;;;;"http://www.cathcharities.org/";"If you decide that you are unprepared to raise a child, we can talk to you about adoption. Adoption is the permanent and legal placement of a child with people who will love and care for the child as their own. You can participate in some of the decisions about the family who will become parents to your baby. We follow procedures which assure that your legal rights, those of the baby and the adoptive family are protected. The decision is always yours. Fees for adoptive parents are based on a sliding fee scale. All services to birth parents are provided free of charge.";"Casework and/or counseling with birth parents; Domestic and international home studies; Post-placement visits and reports; Preparation of paperwork for adoption finalization court proceedings; Researches for non-identifying information";
;"Catholic Charities of Ogdensburg - Adoption";"Licensed";"42 Fort Covington Street";"Malone";"NY";12953;(518) 483-1460;;;;;;"http://www.cathcharities.org/";"If you decide that you are unprepared to raise a child, we can talk to you about adoption. Adoption is the permanent and legal placement of a child with people who will love and care for the child as their own. You can participate in some of the decisions about the family who will become parents to your baby. We follow procedures which assure that your legal rights, those of the baby and the adoptive family are protected. The decision is always yours. Fees for adoptive parents are based on a sliding fee scale. All services to birth parents are provided free of charge.";"Casework and/or counseling with birth parents; Domestic and international home studies; Post-placement visits and reports; Preparation of paperwork for adoption finalization court proceedings; Researches for non-identifying information";
;"Catholic Charities of Oneida & Madison Counties - Adoption";"Licensed";"1408 Genesee Street";"Utica";"NY";13502;(315) 724-2158;;;;;;"http://www.catholiccharitiesom.org/";"Adoption services are available for individuals and couples that need time to explore permanency options for their infants, as well as information for families looking to adopt a child. An unplanned pregnancy can be frightening, if you are confused, anxious, afraid and feeling alone and helpless, WE CAN HELP. Our staff at Catholic Charities will provide you with the tools to make the decisions that are right for you and your baby.";"Counseling, Emotional Support and Factual Information; Referrals; Legal Services; Monthly Adoptive Parents Support Groups";
;"Catholic Family Center - Adoption Services";"Licensed";"87 N. Clinton Avenue";"Rochester";"NY";14604;(585) 546-7220;;;;;"cfc@cfcrochester.org";"https://www.cfcrochester.org/";"Catholic Family Center partners with people – especially the vulnerable and those facing poverty – to help them achieve their full human potential. A division of Catholic Charities of the Diocese of Rochester, CFC offers compassionate and comprehensive services to families and individuals in need across all stages of life.";"Home study and post placement services for domestic infant, international and older/special needs adoptions; Birth parent counseling; Hague Accreditation of International Adoption Services";
;"Child and Family Services of Erie";"Licensed";"844 Delaware Avenue";"Buffalo";"NY";14209;(716) 882-0555;;;;;;"http://www.cfsbny.org/";"Did you know it would take less than 1% of the American population to give every child waiting for adoption in the United States a home? When children cannot return to live safely with their own families, Child & Family Services’ Adoption program matches children with loving, committed families who will provide permanency to the child through adoption. Although many children who can’t be reunified with their families are adopted by their foster parents, many children in our community do not have a family to adopt them. Children waiting to be matched with their “forever” families are usually school aged and older and may be part of a sibling group that should be adopted together. Some may have behavioral, physical or learning challenges. What each and every one of these children have in common is their desire to be part of a family they can call their own.";"Adoption Services";
;"Children At Heart Adoption Services, Inc.";"Licensed";"211 Park Avenue, Suite 206";"Mechanicville";"NY";12118;(518) 664-5988;;;;;"CAHadoptions@aol.com";"http://www.childrenatheart.com/";"Children At Heart is a Hague accredited, 501(c)(3) non-profit adoption agency, founded in 1995. We are approved in the state of NY and licensed in the state of NC to facilitate domestic and international adoptions for all US citizens living in any state, or abroad. We also provide home study, post-placement, and post-adoption services for NY and NC residents. Children At Heart is a member of JCICS.";"Adoption Services";
;"The Children's Village";"Licensed";"2090 Adam Clayton Powell Blvd, 1st Floor";"New York";"NY";10027;(212) 932-9009;;;;;;"https://childrensvillage.org/";"Of the approximately 534,000 children who have been separated from their birth parents and placed in foster care, about 126,000 can never return to their original homes. They need the nurturing and support that a permanent family can provide, and they deserve a chance to grow up feeling secure and loved. That is where special needs adoption comes into play. It’s not so much about finding a child for a family, but rather it’s about finding the most suitable family for each waiting child. “Special needs” is a phrase used to classify children who, for various reasons, have a harder time finding families willing to adopt them. Often special needs include factors such as age, background, and physical, mental, or emotional challenges. Children may also be classified as special needs if they are part of a sibling group that is being placed for adoption together, or members of a minority group. Typically, the children placed for adoption by Children’s Village are considered special needs.";"Adoption Services";
;"The Children's Village";"Licensed";"400 E. Fordham Rd.";"Bronx";"NY";10458;(718) 220-4700;;;;;;"https://childrensvillage.org/";"Of the approximately 534,000 children who have been separated from their birth parents and placed in foster care, about 126,000 can never return to their original homes. They need the nurturing and support that a permanent family can provide, and they deserve a chance to grow up feeling secure and loved. That is where special needs adoption comes into play. It’s not so much about finding a child for a family, but rather it’s about finding the most suitable family for each waiting child. “Special needs” is a phrase used to classify children who, for various reasons, have a harder time finding families willing to adopt them. Often special needs include factors such as age, background, and physical, mental, or emotional challenges. Children may also be classified as special needs if they are part of a sibling group that is being placed for adoption together, or members of a minority group. Typically, the children placed for adoption by Children’s Village are considered special needs.";"Adoption Services";
;"Downey Side Inc.";"Licensed";"210 West 31st Street";"New York";"NY";10001;(212) 714-2200;;;;;"centraloffice@downeyside.org";"http://www.downeyside.org/";"Downey Side is a full service adoption agency which offers the prospective adoptive parent an array of services throughout the entire adoption process.";"Adoption Services";
;"Downey Side Inc.";;"420 Richmond Ave.";"Point Plesasant Beach";"NJ";"08742";(732) 295-5600;;;;;"pointpleasantnj@downeyside.org";"http://www.downeyside.org/";"Downey Side is a full service adoption agency which offers the prospective adoptive parent an array of services throughout the entire adoption process.";"Adoption Services";
;"Community Maternity Services";"Licensed";"27 North Main Avenue";"Albany";"NY";12203;(518) 482-8836;;;;;;"http://www.cccms.org/";"CMS has been providing adoption services since the 1970s. We assist birth parents in making an adoption plan for their child, adoptive parents in expanding their families through adoption and adult adoptees and their birth parents seeking assistance with adoption search.";"Domestic Healthy Infant Adoption (children 0-2 years); Special Needs / N.Y.S. - Waiting Children Adoption;  International Adoption";
;"Family Connections, Inc.";"Licensed";"156 Port Watson St.";"Cortland";"NY";13045;(607) 756-6574;"Anita Stevens";;;;"info@adoptfamilyconnections.org";"http://www.adoptfamilyconnections.org/";"Family Connections, Inc., is a not-for-profit, New York State authorized private adoption agency who has been caring for families through domestic and international adoption since 1994. We are dedicated to supporting birth parents, adoptive parents, and children touched by adoption throughout the life-long journey of adoption. Authorized by the New York Office of Children & Family Services and Hague Accredited by the Council on Accreditation";"Counseling for Women Experiencing an Unplanned Pregnancy; Support Services: Legal Services, Birth Mother Expenses, Medical Care, and Health Insurance; Post-Adoption Support Services and Counseling; Pre-adoption education and counseling for families thinking about adoption; Preparatory and home study investigation services for domestic adoption; Home study investigation services for international adoption; Assistance with dossier preparation for international adoption; Primary Provider services for families adopting from Pakistan; Post-adoption placement support and supervision services for domestic and international adoption; Domestic infant placement services; Adoption counseling, education and training; Consultation services for childhood professionals (e.g. teachers, medical providers)";
;"Family Focus Adoption Services";"Licensed";"54-40 Little Neck Parkway, Suite 4";"Little Neck";"NY";11362;(718) 224-1919;"Jack Brennan";;;;"ffasjack@gmail.com";"http://familyfocusadoption.org/";"Since its inception as an accredited non-profit agency in 1987, Family Focus has added its own unique voice to the adoption community with its pioneering philosophies, training and adoption practices. Family Focus's board and staff, many of whom are adoptive parents, share a belief that adoption transforms the lives of children and the families that adopt them. Our administrative offices are located in Eastern Queens, New York, with satellite offices in Albany and Newburgh. We license families from the Capital District through Metropolitan New York City and Long Island to be able to adopt from the foster care system, and we place children from all over the United States. Our agency is also approved in New Jersey and Connecticut.";"Adoption from the Foster Care System; RAD! Relationships Are Decisions Program; Adoption of Newborns; Home Studies: International; Home Studies: Domestic; Child Welfare Training";
;"Family Focus Adoption Services";"Licensed";"527 Bradford Street";"Albany";"NY";12206;(866) 855-1919;"Jack Brennan";;;;"ffasjack@gmail.com";"http://familyfocusadoption.org/";"Since its inception as an accredited non-profit agency in 1987, Family Focus has added its own unique voice to the adoption community with its pioneering philosophies, training and adoption practices. Family Focus's board and staff, many of whom are adoptive parents, share a belief that adoption transforms the lives of children and the families that adopt them. Our administrative offices are located in Eastern Queens, New York, with satellite offices in Albany and Newburgh. We license families from the Capital District through Metropolitan New York City and Long Island to be able to adopt from the foster care system, and we place children from all over the United States. Our agency is also approved in New Jersey and Connecticut.";"Adoption from the Foster Care System; RAD! Relationships Are Decisions Program; Adoption of Newborns; Home Studies: International; Home Studies: Domestic; Child Welfare Training";
