"id";"name";"status";"address";"city";"state";"zip";"phone";"contact";"district_office";"do_phone";"license_no";"Email Address";"Website";"Details";"Services";"Adoption Process"
;"Lutheran Services of Georgia, Inc";"Licensed";"100 Edgewood Avenue, Suite 1800";"Atlanta";"GA";30303;(404) 875-0201;"Gary Johnstone";;;"CPA001002";"gjohnstone@Isga.org";"http://www.lsga.org/";"Lutheran Services of Georgia’s Adoptions department seeks to place children of all ages with forever families that can provide loving, secure homes. LSG is a licensed “Child Placing Agency” with the Georgia Department of Human Services’ Office of Residential Child Care, a license LSG has held continuously since 1982. LSG works with all families, married or single, who are willing and committed to become adoptive parents. Prospective parents must be at least 25 years of age and at least 10 years older than the child(ren) placed.";"Adoption";
;"National Mentor Healthcare LLC - Georgia Mentor";"Licensed";"2302 Parklake Drive, Suite 200";"Atlanta";"GA";30345;(470) 362-7202;"LaShay Wilson";;;"CPFC001013";"Lashay.Wilson@TheMentorNetwork.com";"http://www.ga-mentor.com/";"For more than 20 years, Georgia MENTOR has been providing adults and children with the community-based supports they need to thrive.  We are a part of The MENTOR Network, a national network of local health and human services providers located across the country.  We are able to leverage national resources and expertise to offer innovative, quality services to individuals throughout the Peach State. Our personalized services are designed with the belief that with the right supports, individuals of all abilities can lead full, rich lives in the communities they call home. At Georgia MENTOR, we are committed to making forever families for children who want a house to call home and a family to call their own.  For more than 20 years, we have helped bring children and adoptive families together, working with state agencies to facilitate adoptions throughout Georgia.";"Adoption Services; Therapeutic Foster Care; Medically Complex Foster Care; Family Centered Treatment; Wraparound Service; Crisis Intervention; Respite";
;"An Open Door Adoption Agency";"Licensed";"218 East Jackson Street Po Box 4";"Thomasville";"GA";31799;(229) 228-6339;"Walter Gilbert";;;"CPA001012";"info@opendooradoption.org";"http://www.opendooradoption.org";"The mission of An Open Door Adoption Agency is to preserve and enhance human life through placement of domestic and international children into loving Christian adoptive families. The counseling and placement services of the ministry shall reflect the Love of God through promoting adoption as a primary alternative for unplanned pregnancies; providing support and assistance to domestic birth parents choosing this alternative; facilitating adoptions of foreign orphan children; meeting the humanitarian needs of foreign orphaned children; leading children to our Lord Jesus Christ through their placement in Christian families.";"Domestic Infant Adoptions; International Adoptions";"Domestic Infant Adoptions Process: PHONE CALL: When you call, our adoption consultants will help you decide if applying is right for you. APPLICATION: You will receive a response within one week of your application. ACTIVE STATUS: Once you are accepted into a program, we help you find a child based on your requests. Do you envision an open adoption, a semi-open adoption or a closed adoption? We can help you make the best choice for you. HOME STUDY: A caseworker is assigned to complete a home study, in compliance with Georgia law. LIFE BOOKS: You create a ""Life Book"" giving birth mothers a glimpse of your family, home and heart for the child through some friendly photos. MATCHING: Once you are in the program and your Life Book is received, birth mothers are able to select you, or sometimes we will match a child to a family for the birth mother, if she requests it. MEETING THE BIRTH MOTHER: If appropriate, you will have the chance to meet the birth mother and spend some time with her. Sometimes, you may be present for the birth, sometimes not. SIGNING SURRENDERS: Once the baby is born, the birth mother signs a document surrendering her parental rights. According to Georgia law, she has ten days to change her mind. This is called the Revocation Period. If she does, the baby will be returned to her. If we feel that a placement is ""high-risk"", you may choose to place the baby in a wonderful caring home until the 10-day period has passed. You should also know that it is typical in the United States for 1/3 of adopting couples to experience at least one revocation. This is often a very difficult experience, and our heart is to help you with the support you need as you ultimately journey to the child God has for you. FINALIZATION: This usually occurs three to six months after placement. COMMUNICATION: Our Agency provides birth mothers with monthly updates of the child for the first six months and yearly updates for every year after until the child is 21. An Open Door works with a limited number of families. Usually, the waiting period is six months to one year to be matched. International Adoptions Process: PHONE CALL: When you call, our adoption consultants will help you decide if applying is right for you. APPLICATION: Upon receipt of your application our director will review it and ensure that the country program you have requested is a good fit for your family. You will receive a response about your approval within one week of your application’s receipt at our office. Upon approval, we will send you additional paperwork which provides more information about international adoption. FINDING YOUR CHILD: WAITING LISTS & HOSTING: Once you have been accepted into the program, you might be able to begin looking at waiting children’s lists, if this is how your country program operates. Alternately, if you have hosted a child you now wish to adopt, you might already have a chid in mind. Each country will operate slightly differently in terms of this process. PARENT TRAINING: The Hague Convention requires 10 hours of parental training. An Open Door assists families with obtaining training. The training helps prepare you to parent a child who is learning a new language, culture and family. HOME STUDY: All adoptions require a home study. If you live in the state of Georgia, An Open Door caseworker is able to provide the home study for your family. If you live outside of Georgia you will need an agency located in your state for the home study. We can help suggest possible agencies in your state of residence if needed. USCIS APPROVAL: Once your home study is complete you will submit the appropriate immigration form for your country program in order to be approved by United States Immigration Services as an international adoptive couple. DOSSIER: Once finished with your home study packet and while you are waiting for your USCIS approval, you will be preparing dossier paperwork according to your country program’s requirements. Your adoption consultant will help you through this process, creating the dossier packet with your information inserted into the documents, offering guidance and tips on completing the information, and reviewing the information to make sure it is correctly completed. APPLYING WITH THE FOREIGN COUNTRY: Once your dossier is ready, it is sent to the foreign country and is translated and then submitted for approval by that government. Once you are approved, you can take the next steps to adopt your child. In some countries this means moving forward to travel for your first trip, in other countries this means requesting a child from a waiting child list, and in other situations you may begin a wait period to be matched with a child by the foreign government. Speak with your adoption consultant to understand which situation applies to you. CHILD'S MEDICAL RECORDS: Once you are matched with a child by the foreign country, you will receive your child’s medical records to review. Adoptive parents will review the referral information, seek a medical opinion if desired, and accept or deny the referral. TRAVEL: The travel process can vary greatly from one country to the next. Speak with your adoption consultant about how this works in your country, including the overall time frame, time in country, and number of trips to the country required. During the travel process you will be meeting with the foreign adoption authority, meeting your child, and initializing the court process. FINALIZATION: The adoption is finalized in the foreign court. After the court hearing you will process through other in country paperwork, including getting a new birth certificate for your child, a new passport, and then applying with the US Embassy for a Visa. VISA: Your final step before coming home with your child is to apply for and receive a Visa for your child to enter into the US. You will complete certain paperwork in advance in order to apply for the visa, as well as visiting a medical doctor for an evaluation of your child by a doctor appointed by the Embassy. WELCOME HOME: When you come home with your child you both will encounter a tremendous number of changes. These can include learning English, adjusting to a new culture and making new friends. And even more importantly this means getting to know each other as parent and child, and attaching and bonding to each other. There are many resources available both pre and post adoption which can better help you to know what to expect. An Open Door works with a limited number of countries. The overall time frame can vary tremendously from one country to the next. Some adoptions might take as little as 6-9 months while others from countries with a longer wait time might take several years."
;"Options4Adoption, Inc";"Licensed";"5957 Henley Drive";"Powder Springs";"GA";30127;(770) 928-1871;;;;"CPA001031";"homestudy@options4adoption.com";"http://www.options4adoption.com/";"Options 4 Adoption, Inc. is licensed in the State of Georgia, Florida, and Tennessee as a non-profit child placing agency. Our main focus is to help you with your paperwork both before and after your adoption. We are able to start and finish your paperwork in a timely manner as we are able to begin your home study as quickly as 48 hours after receipt of your application. Our agency focuses solely on preparing the adoptive family’s home study report and follow-up post placement visits. We have been assisting families and children for many years with both domestic and international adoption home studies. As well, several of us are adoptive parents ourselves. We understand that the home study process can be a stressful one, yet we also believe that the same level of commitment and dedication is needed to each family after their adoption and through the post placement process. Our home study reports are valid in all 50 states. We can complete home study reports for Georgia, Florida, and Tennessee families regardless of the placing agency or attorney that you are using.";"Domestic Home Studies; International Home Studies; Post Placement Reports; Counseling";
;"Lutheran Services of Georgia Inc. - Rome";"Licensed";"336 Broad Street, Suite 200";"Rome";"GA";30161;(706) 512-1185;;;;"CPA11075";"syelder@lsga.org";"http://www.lsga.org/";"Lutheran Services of Georgia’s Adoptions department seeks to place children of all ages with forever families that can provide loving, secure homes. LSG is a licensed “Child Placing Agency” with the Georgia Department of Human Services’ Office of Residential Child Care, a license LSG has held continuously since 1982. LSG works with all families, married or single, who are willing and committed to become adoptive parents. Prospective parents must be at least 25 years of age and at least 10 years older than the child(ren) placed.";"Adoption";
;"Lutheran Services of Georgia Inc. - Savannah";"Licensed";"401 Mall Boulevard, Suite 201-F";"Savannah";"GA";31405;(912) 355-2083;;;;"CPA11072";"syelder@lsga.org";"http://www.lsga.org/";"Lutheran Services of Georgia’s Adoptions department seeks to place children of all ages with forever families that can provide loving, secure homes. LSG is a licensed “Child Placing Agency” with the Georgia Department of Human Services’ Office of Residential Child Care, a license LSG has held continuously since 1982. LSG works with all families, married or single, who are willing and committed to become adoptive parents. Prospective parents must be at least 25 years of age and at least 10 years older than the child(ren) placed.";"Adoption";
;"Lutheran Services of Georgia Inc. - Albany";"Licensed";"1508 Whispering Pines Road";"Albany";"GA";31707;(229) 432-7664;;;;"CPA11069";"syelder@lsga.org";"http://www.lsga.org/";"Lutheran Services of Georgia’s Adoptions department seeks to place children of all ages with forever families that can provide loving, secure homes. LSG is a licensed “Child Placing Agency” with the Georgia Department of Human Services’ Office of Residential Child Care, a license LSG has held continuously since 1982. LSG works with all families, married or single, who are willing and committed to become adoptive parents. Prospective parents must be at least 25 years of age and at least 10 years older than the child(ren) placed.";"Adoption";
;"Nightlight Christian Adoptions, Inc.";"Licensed";"2350 Prince Ave Ste 15";"Athens";"GA";30606;(706) 750-9119;;;;"CPA11049";"juli@nightlight.org";"https://www.nightlight.org/";"Nightlight Christian Adoptions in Athens, Georgia is licensed by the Georgia Department of Social Services to select suitable families for children needing adoption. The selection of adoptive parents is based on their eligibility to meet state and agency requirements, foreign country requirements (if applicable), their capacity for adoptive parenthood, and the availability of children whose needs they can meet. Nightlight’s Georgia office can provide referrals for embryo donation and embryo adoption, as well as international adoption.";"Domestic Adoption; Referrals for Embryo Donation and Embryo Adoption, as well as International Adoption";
;"Georgia Adoption Specialists, Inc.";"Licensed";"3128 Esplanade Circle";"Atlanta";"GA";30311;;;;;"CPA11037";"wendywillman@hotmail.com";;;;
;"Omni Visions, Inc";"Licensed";"1954 Airport Rd., Suite 120";"Atlanta";"GA";30341;(678) 436-5812;"Kimberlee Woods";;;"CPFC001166";"kwoods@omnivisions.com";"http://www.omnivisions.com/";"Omni Visions believes that every child has a right to be a member of a healthy and supportive family which will provide long-term support. Children that cannot obtain this through their natural birth family need to be adopted. As a multi-state placement agency, Omni Visions works with children who have come into legal custody of the state. Once it is determined that the natural family is not capable of being a part of the child's life, Omni Visions staff dedicate their energy to recruit, train, coordinate and finance adoption home placement for children. Omni Visions works closely with each child and each prospective family to ensure a good match between child and family, to ease the approval process, and to provide all needed services, during the adoption process and afterwards. This commitment results in one of the highest adoption rates in the state.";"Adoption";
;"The United Methodist Children’s Home of the North Georgia Conference";"Licensed";"500 South Columbia Drive";"Decatur";"GA";30030;(404) 327-5820;"Denise Peacock";;;"CPA001024";"dpeacock@umchildrenshome.org";"http://www.umchildrenshome.org/";"The vision of the United Methodist Children’s Home is to be the services provider of choice for many families residing within the geographical boundaries of the North Georgia Conference, while promoting healthy outcomes for the children and strengthening the families. The Children’s Home is a licensed adoption agency. If a child we are currently serving in foster care becomes eligible for adoption, we facilitate that process. We help our foster families who desire to adopt the children in their care by walking them through the process to become adoptive parents.";"Foster Care and Adoption; Family Housing; Independent and Transitional Living Programs";
;"National Youth Advocate Program, Inc";"Licensed";"315 W. Ponce De Leon Avenue Ste. 661";"Decatur";"GA";30030;(404) 761-7997;"Stacie Conliffe";;;"CPA001036";"sconliffe@nyap.org";"http://www.nyap.org/";"(NYAP) National Youth Advocate Program has provided cost effective, community based services and support to children, youth and families since 1978. We offer flexible, creative, outcome based solutions to meet the unique needs of the communities we serve and the individual needs of the youth and families involved in our programs.​ ​Since NYAP’s existence, we have watched the child welfare community evolve from being almost singularly focused on working with children identified as abused, neglected, dependent or delinquent, to the philosophy we have embraced since 1978; that the primary focus must be holistically placed on preserving and unifying families and strengthening the communities they call home. This strongly validates the core values of NYAP’s founder in 1978 and of everyone associated with NYAP today.​ Thanks to a broad continuum of care, we have the flexibility to tailor our services to meet the needs of the agencies we partner with and the children, and families we are privileged to serve. NYAP’s revenue is generated by governmental contracts, which is represented by over 200 contracts for services at any given time. NYAP has consistently earned high marks from independent auditors for its stewardship of the program’s funds. ";"Emergency Foster Care; Family Foster Care; Therapeutic Foster Care; 24-Hour Centralized Reception; Medically Fragile Care; Mental Health Services; Respite Care; Alcohol and Other Drug Programs; Positive Adolescent Sexuality Services (PASS); Constant and Never Ending Improvement (CANEI); Managed Care Options";
;"Georgia Hope Inc.";"Licensed";"5172 Floyd St. NE";"Covington";"GA";30014;(770) 344-8704;"Janine Porter";;;"CPFC001186";"georgiahopeinc@gmail.com";"http://georgiahopeinc.org/";"Georgia Hope, Inc. is a not-for profit foster care and adoption agency providing love, quality care, guidance, discipline, and support with education objectives in loving, healthy and nurturing foster homes.  The children we serve are ages birth to 18 years and are placed in loving foster homes regardless of gender, race, and religion. Care may be extended to age 21, provided the youth is on an education track and may sign himself back into the state’s care. Georgia Hope, Inc. formally Georgia Youth Network, Inc. has been provided services to the community at large since 1998, one of which was the Sunshine Residential Care home for boys located in Covington, GA (2004-2008).";"Foster Care and Adoption";
;"Embracing Life Adoption Agency, Inc";"Licensed";"1625 Collins Hill Road";"Lawrenceville";"GA";30043;(404) 723-6810;"Levonne Leuenberger";;;"CPFC001184";"elaa234@gmail.com";"http://www.embracinglifeadoptions.org/";"Embracing Life Adoption Agency (ELAA) is a faith-based adoption agency serving the metro Atlanta area. Our mission is to make adoption a more viable option for both the adoptive parents and birth parents. Through the collaborative efforts of International House of Prayer Atlanta and our own staff and volunteers, we strive to lower the cost of adoption, thereby allowing more couples to realize their dream of parenthood. We also endeavor to minister to the physical, emotional, and spiritual needs of the birth parents.";"Domestic Infant Adoptions; Home Study Programs";
;"Crystal Adoptions, Inc.";"Licensed";"7490 Brookstead Xing";"Johns Creek";"GA";30097;(770) 354-2376;"Mark Shihady";;;"CPFC001176";"mark@crystaladoptions.com";"http://www.crystaladoptions.com/";"Crystal Adoptions offers a unique, personal and specialized way of pursuing adoption; a safer, less expensive and often much quicker way than the traditional method. We create families, not waiting lists. We also offer the same personal service to birth moms facing an unplanned pregnancy.";"Domestic Adoption; Family Consulting; Crisis Pregnancy";
;"America World Adoption Association - GA";"Licensed";"1075 Bouldervista Way ";"Lawrenceville";"GA";30043;(800) 429-3369;"Diane Hood";;;"CPFC001174";"diane.hood@awaa.org";"http://www.awaa.org/";"AWAA-GA is licensed and Hague/COA accredited in the state of Georgia to provide home study services for adoption. Although our primary role is to provide home study services for families adopting through America World, we are also able to prepare home study and post adoption reports for families using other placement agencies and who meet America World's agency requirements. Our office is located in Lawrenceville, but we are able to provide services for families living throughout the state. ";"Home Study; Post Adoption";
;"Adoption Resources & Counseling, Inc";"Licensed";"1050 E. Piedmont Road, Ste E-210";"Marietta";"GA";30062;(770) 919-9801;;;;"CPFC001172";"Info@myadoptionresources.com";"https://myadoptionresources.com/";"Adoption Resources & Counseling, Inc is a licensed child-placing agency through the State of Georgia. Adoption Resources & Counseling, Inc provides adoption services to any capable individual seeking adoption as their means to extend their family. We specialize in a variety of pre-adoption and post-adoption services including Domestic Home Studies, International Home Studies, Embryo Home Studies, Post-Placement Reports and Court Reports.";"Domestic Home Study; Home Study Update; Subsequent Home Study; Embryo Home Study";
;"National Mentor Healthcare LLC - GA Mentor - Savannah";"Licensed";"16 Chatham Center South";"Savannah";"GA";31405;(912) 234-6853;"MaryJo Carver";;;"CPFC001147";"MaryJo.Carver@thementornetwork.com";"http://www.ga-mentor.com/";"For more than 20 years, Georgia MENTOR has been providing adults and children with the community-based supports they need to thrive.  We are a part of The MENTOR Network, a national network of local health and human services providers located across the country.  We are able to leverage national resources and expertise to offer innovative, quality services to individuals throughout the Peach State. Our personalized services are designed with the belief that with the right supports, individuals of all abilities can lead full, rich lives in the communities they call home. At Georgia MENTOR, we are committed to making forever families for children who want a house to call home and a family to call their own.  For more than 20 years, we have helped bring children and adoptive families together, working with state agencies to facilitate adoptions throughout Georgia.";"Adoption Services; Therapeutic Foster Care; Hourly Support Services; Medically Complex Foster Care; Family Centered Treatment; Crisis Intervention; Respite";
;"National Mentor Healthcare LLC - GA Mentor - Martinez";"Licensed";"4210 Columbia Road, Suite 17-A";"Martinez";"GA";30907;(706) 868-5268;"Ollivette Long";;;"CPFC001145";"Ollivette.Long@thementornetwork.com";"http://www.ga-mentor.com/";"For more than 20 years, Georgia MENTOR has been providing adults and children with the community-based supports they need to thrive.  We are a part of The MENTOR Network, a national network of local health and human services providers located across the country.  We are able to leverage national resources and expertise to offer innovative, quality services to individuals throughout the Peach State. Our personalized services are designed with the belief that with the right supports, individuals of all abilities can lead full, rich lives in the communities they call home. At Georgia MENTOR, we are committed to making forever families for children who want a house to call home and a family to call their own.  For more than 20 years, we have helped bring children and adoptive families together, working with state agencies to facilitate adoptions throughout Georgia.";"Adoption Services; Therapeutic Foster Care; Hourly Support Services; Medically Complex Foster Care; Family Centered Treatment; Crisis Intervention; Respite";
;"National Mentor Healthcare LLC - GA Mentor - Albany";"Licensed";"2200 Watergate Court";"Albany";"GA";31707;(229) 435-6601;"Toreka Hicks";;;"CPFC001144";"toreka.hicks@thementornetwork.com";"http://www.ga-mentor.com/";"For more than 20 years, Georgia MENTOR has been providing adults and children with the community-based supports they need to thrive.  We are a part of The MENTOR Network, a national network of local health and human services providers located across the country.  We are able to leverage national resources and expertise to offer innovative, quality services to individuals throughout the Peach State. Our personalized services are designed with the belief that with the right supports, individuals of all abilities can lead full, rich lives in the communities they call home. At Georgia MENTOR, we are committed to making forever families for children who want a house to call home and a family to call their own.  For more than 20 years, we have helped bring children and adoptive families together, working with state agencies to facilitate adoptions throughout Georgia.";"Adoption Services; Therapeutic Foster Care; Hourly; Support Services; Medically Complex Foster Care; Family Centered Treatment; Crisis Intervention; Respite";
;"National Mentor Healthcare LLC - GA Mentor - Bogart";"Licensed";"220 Ben Burton Cir, Suite A";"Bogart";"GA";30622;(706) 425-1814;"Machelle Coleman";;;"CPFC001143";"machelle.coleman@thementornetwork.com";"http://www.ga-mentor.com/";"For more than 20 years, Georgia MENTOR has been providing adults and children with the community-based supports they need to thrive.  We are a part of The MENTOR Network, a national network of local health and human services providers located across the country.  We are able to leverage national resources and expertise to offer innovative, quality services to individuals throughout the Peach State. Our personalized services are designed with the belief that with the right supports, individuals of all abilities can lead full, rich lives in the communities they call home. At Georgia MENTOR, we are committed to making forever families for children who want a house to call home and a family to call their own.  For more than 20 years, we have helped bring children and adoptive families together, working with state agencies to facilitate adoptions throughout Georgia.";"Adoption Services; Therapeutic Foster Care; Hourly Support Services; Medically Complex Foster Care; Family Centered Treatment; Crisis Intervention; Respite";
;"National Mentor Healthcare LLC - GA Mentor - Macon";"Licensed";"4977 Mt Pleasant Church Rd";"Macon";"GA";31216;(478) 785-0005;"Melinda Sams";;;"CPFC001146";"melinda.sams@thementornetwork.com";"http://www.ga-mentor.com/";"For more than 20 years, Georgia MENTOR has been providing adults and children with the community-based supports they need to thrive.  We are a part of The MENTOR Network, a national network of local health and human services providers located across the country.  We are able to leverage national resources and expertise to offer innovative, quality services to individuals throughout the Peach State. Our personalized services are designed with the belief that with the right supports, individuals of all abilities can lead full, rich lives in the communities they call home. At Georgia MENTOR, we are committed to making forever families for children who want a house to call home and a family to call their own.  For more than 20 years, we have helped bring children and adoptive families together, working with state agencies to facilitate adoptions throughout Georgia.";"Adoption Services; Therapeutic Foster Care; Hourly Support Services; Medically Complex Foster Care; Family Centered Treatment; Crisis Intervention; Respite";
