"id";"name";"status";"address";"city";"state";"zip";"phone";"contact";"district_office";"do_phone";"license_no";"Email Address";"Website";"Details";"Services";"Adoption Process"
;"Catholic Charities, Diocese of Cleveland - Adoption Services";"Licensed";"6753 State Road";"Parma";"OH";44134;(440) 843-5631;;;;;"adoption@ccdocle.org";"http://ccdocle.org/";"Catholic Charities Adoption program has been providing Adoption Services throughout the eight (8) counties of the Catholic Diocese of Cleveland for over 100 years.  Catholic Charities assists and supports birth families who may be scared, overwhelmed or just wanting what is best for their child now and in the future. We also assist families who wish to grow their family through adoption.";"Adoption Services";
;"Encompass North";"Licensed";"7166 Dunham Rd.";"Walton Hills";"OH";44146;(216) 930-1111;;;;;;"http://www.encompasscenters.org/";"Encompass operates through Christian Children’s Home of Ohio (CCHO) and provides Christ-centered outpatient counseling, home based counseling, foster care and adoption services. With centers in Wooster, Ashland, Massillon and Walton Hills, Encompass offers comprehensive services that are designed to wrap families in a blanket of hope and support. When direction is needed, as it sometimes is in the journey of life, Encompass professionals can be counted on to provide guidance. Gently moving the needle toward the right destination, families can find solace in a new kind of compass.";"Foster Care; Adoption Services; Outpatient Counseling; Home Based Counseling";
;"Encompass Central";"Licensed";"2685 Armstrong Rd.";"Wooster";"OH";44691;(330) 345-7949;;;;;;"http://www.encompasscenters.org/";"Encompass operates through Christian Children’s Home of Ohio (CCHO) and provides Christ-centered outpatient counseling, home based counseling, foster care and adoption services. With centers in Wooster, Ashland, Massillon and Walton Hills, Encompass offers comprehensive services that are designed to wrap families in a blanket of hope and support. When direction is needed, as it sometimes is in the journey of life, Encompass professionals can be counted on to provide guidance. Gently moving the needle toward the right destination, families can find solace in a new kind of compass.";"Foster Care; Adoption Services; Outpatient Counseling; Home Based Counseling";
;"Encompass West";"Licensed";"1590 Crestview Dr.";"Ashland";"OH";44805;(419) 289-0970;;;;;;"http://www.encompasscenters.org/";"Encompass operates through Christian Children’s Home of Ohio (CCHO) and provides Christ-centered outpatient counseling, home based counseling, foster care and adoption services. With centers in Wooster, Ashland, Massillon and Walton Hills, Encompass offers comprehensive services that are designed to wrap families in a blanket of hope and support. When direction is needed, as it sometimes is in the journey of life, Encompass professionals can be counted on to provide guidance. Gently moving the needle toward the right destination, families can find solace in a new kind of compass.";"Foster Care; Adoption Services; Outpatient Counseling; Home Based Counseling";
;"Encompass East";"Licensed";"7317 Portage St. NW";"Massillon";"OH";44646;(330) 966-1620;;;;;;"http://www.encompasscenters.org/";"Encompass operates through Christian Children’s Home of Ohio (CCHO) and provides Christ-centered outpatient counseling, home based counseling, foster care and adoption services. With centers in Wooster, Ashland, Massillon and Walton Hills, Encompass offers comprehensive services that are designed to wrap families in a blanket of hope and support. When direction is needed, as it sometimes is in the journey of life, Encompass professionals can be counted on to provide guidance. Gently moving the needle toward the right destination, families can find solace in a new kind of compass.";"Foster Care; Adoption Services; Outpatient Counseling; Home Based Counseling";
;"EAC, Inc.";"Licensed";"12608 Alameda Drive";"Strongsville";"OH";44149;(866) 586-5656;;;;;"adopt@eaci.com";"http://www.eaci.com/";"EAC is a well-respected and ethical international adoption agency that has assisted in the placement of more than 8,000 children since 1991. Hague Accredited since 2008 which allows us to serve as the Primary Provider for Hague and non-Hague country adoptions.";"Adoption Services";
;"Family Adoption Consultants - Ohio Office";"Licensed";"143 Gougler Ave.";"Kent";"OH";44240;(330) 296-2757;"Julie Hocevar";;;;"jhocevar@fcsohio.org";"http://www.facadopt.org/";"Family Adoption Consultants (FAC) is a private, non-profit adoption and foster care agency licensed in the States of Ohio and Michigan. More than anything else in the world, children deserve a permanent, secure and nurturing family. Since FAC opened its doors in 1982, we have helped more than 4,500 children find their way to loving adoptive families. The need for families is great and is even more significant when you consider that the children we serve are innocent victims in their need for the unconditional love, support and connections that only a family can provide. FAC is a full service adoption agency, able to assist families with both domestic and international adoptions.  Families are educated and supported by experienced and trained professionals as they deal with the complexities of the adoption process, attachment difficulties and the management of special needs presented by the children placed in their homes. FAC has established relationships with local child welfare organizations and is able to work both within our respective States, as well as throughout the United States to assist families identifying children waiting for adoption.  Additionally, our Michigan office assists children and families by providing foster care services to children in need of a safe place to live while their birth families are getting the assistance they need inorder to be able to parent effectively and safely. Internationally, we have our own programs through both China and the Philippines.  Our administrators maintain ongoing, personal relationships with government officials and our representatives overseas.  FAC is also able to assist families interested in adoption from Korea and other Asian countries, Latin America and Eastern Europe, by coordinating services with out of State agencies.";"Domestic and International Adoptions; Foster Care Services; Comprehensive Services to Birth Parents; Pre and Post Placement Training and Support; Foster Care Certification; Searching Services";
;"House of New Hope";"Licensed";"8135 Mount Vernon Road";"Saint Louisville";"OH";43071;(888) 200-1296;;;;;"adoption@houseofnewhope.org";"http://www.houseofnewhope.org/";"House of New Hope is a community-based Ohio adoption agency licensed to conduct home studies, provide adoptive parent education and facilitation, and complete state-required post-placement services to families considering adoption. Specializing in assisting in the facilitation of out-of-state targeted adoptions, House of New Hope works quickly to help create new families.";"Home Study Services; Pre-Arranged / Targeted Adoption; Post-Placement Services; Birth Parent Services: Confidentiality, Contact and support available 24 hours a day, 7 days a week, Financial assistance with living expenses, housing and medical coverage, Help in choosing the perfect adoptive family for your baby,  Evaluation of your needs and working out the best adoption plan for you; Information for Adoptive Parents: Adoption Home Studies, Comprehensive Adoption Plan, Family Matching & Placement, Post-Placement Services, Interagency Home Studies";
;"House of Samuel, Inc.";"Licensed";"420 N. 8th Street";"Cambridge";"OH";43725;(740) 439-5634;"Jim Barr";;;;"jimbarrhos@hotmail.com";"http://houseofsamuel.net/";"The House of Samuel, Inc. is a non-profit agency providing comprehensive family-centered adoption, foster care & counseling services to children and families who serve Christian families who desire to enhance their lives through fostering and/or adopting children in a culturally sensitive manner. Through recruitment, education, support, child-match, family assessment, post-placement, post-finalization, & counseling services, we assist families in the life long process of adoption and foster care. In light of our child and family centered focus, we also engage in short term mission and relief efforts.";"Comprehensive Adoption & Foster Care Services: Family Assessments & Homestudies, Educational/Training Services, Birth Parent Counseling, Post-Placement Supervision Services, Adoption & Foster Support Groups, Respite Care Serivces, Life-Giving Crisis Pregnancy Services, Attachment-Based Counseling; Network & Referral Services; Christian Counseling Services; Conference Presentations; Child-Focused Mission Outreach ";
;"Inner Peace Homes, Inc.";"Licensed";"136 1/2 South Main Street";"Bowling Green";"OH";43402;(419) 354-6525;;;;;"iphomes1@frontier.com";"http://innerpeacehomes4kids.org/";"Inner Peace Homes, Inc. is a private, non-profit foster care and adoption agency serving the northwest Ohio area. ";"Foster Care and Adoption";
;"Adoption Connection";"Licensed";"8487 Ridge Road";"Cincinnati";"OH";45236;(513) 489-1616;"LaTania Thomas";;;;"latania@adoptioncincinnati.org";"http://www.adoptioncincinnati.org/";"As a private nonprofit Ohio Adoption Agency in Cincinnati, you can feel secure with Adoption Connection. After all, we are local adoption experts who have been bringing hearts together to build families since 1943. Adoption is the ultimate expression of love. It is the bringing together of adoptive parents (men and women who want to adopt a baby) and birth parents (pregnant women and their partners who want to place their baby in adoption) who share a common goal - that their baby will be raised in a loving and secure environment. So whether you are working to adopt, or are hoping to place your infant into a loving home, we are very excited you have decided to explore the possibility of adoption with Adoption Connection!";"Free pregnancy counseling and referral services for birth parents; Adoption Assessor services and post placement counseling for birth parents; Domestic, international, step-parent and relative home studies; Infant placements; Adoption educational training; Post-placement services for Domestic and International adoptions; Post-finalization services as needed for all members of the adoptive triad; Consultation regarding adoption issues for children of all ages and developmental stages; Facilitation and support of open adoptions between birth and adoptive families; Mediation services provided as necessary throughout the adoptive child’s developmental stages";"Adoption Process for Birthparents: 1. Contact Adoption Connection at our 24/7 birth parent phone number (513) 236-1440 24/7 and schedule a meeting with an experienced social worker who will support you and provide counseling for you throughout the adoption process. 2. Discuss your options and the adoption process with your social worker. We are here to offer support and non-judgmental counseling. 3. Our experienced adoption social workers closely work with you to explore the kind of adoptive home you are seeking. We will then show you prospective adoptive parent profiles so you can select a family. 4. Meet the family, only if you choose. It is your choice if you want a closed/confidential adoption plan or an open adoption; and you may choose the level of openness that feels right for you. 5. At least 72 hours after the birth of your child the permanent surrender is signed and the infant is discharged from the hospital with the adoptive family. 6. Our support does not end. Adoption Connection social workers are available to give you ongoing support and counseling as needed for the lifetime of the adoption. If you chose to make an open adoption plan, we will continue to be available to facilitate the openness plan; Steps to International Adoption: 1. Call Adoption Connection at 513-489-1616 or 1-866-489-1616. We will mail you information on our agency, application process, fees and adoption policies. 2. Attend a free orientation meeting at the agency. At the meeting you will have the opportunity to hear about Adoption Connection, meet our staff of social workers, and receive an application. We will provide you with information on available countries, international agencies and United States Citizenship and Immigration Services (USCIS). 3. Begin the Homestudy process. When we have received your completed application and you have signed an Adoptive Parent Agreement, you will begin the homestudy process. The homestudy is comprised of documentation, education and interviews. 4. Coordinate with your international adoption agency.  After your homestudy has been approved, we will provide you with the necessary notarized copies. We will also coordinate the next steps in your international adoption with you and your international agency, and assist you with information on how to complete your file with USCIS. 5. You have been matched with a child!  When you receive a referral of a specific child, Adoption Connection will assist you in locating appropriate community resources as you make a decision regarding the suitability of this child referral for your family. Your international adoption agency will arrange your travel and legal requirements to welcome your child into your family. 6. Required Post-placement supervision services. After your child is placed in your home, Adoption Connection will provide post-placement supervision services as specified by the international agency, placing country, and Ohio requirements. A social worker will meet with you to discuss your adjustment to parenting, assess the development of your child and prepare reports for your international agency, country and ICPC.  If you are required to finalize your adoption in an Ohio probate court, Adoption Connection will complete the assessment and prepare the necessary reports required for finalization. 7. Contact Adoption Connection in Cincinnati for support and resources as needed."
;"Mid-Western Children's Home";"Licensed";"4585 Long Spurling Road";"Pleasant Plain";"OH";45162;(513) 877-2141;;;;;"mid-western@mid-western.org";"http://www.mid-western.org/";"Mid-Western Children's Home reaches out to touch the lives of children in need of physical, spiritual and emotional healing. The ministry of Mid-Western is a loving tribute to the compassion of our Lord who said, ""Let the little children come to me, and do not hinder them, for the kingdom of heaven belongs to such as these."" - Matthew 19:14. Mid-Western is licensed by the Ohio Department of Job and Family Services as a group home program and as a private Non-custodial Agency. The operation and program reflect Christian principles. Staff at Mid-Western are qualified, motivated, conscientious individuals dedicated to quality child care and family support services. Mid-Western Children's Home (MCH) is a private agency licensed by the Ohio Department of Job and Family Services. MCH seeks to provide stable and nurturing adoptive  arrangements for youth requiring permenancy. To this end MCH operates an adoption program. Agency offices along with the group home program are located in a rural area one hour northeast of Cincinnati. The adoption program serves children ages 0-18.  Children served may be mildly to moderately emotionally disturbed, mildly mentally challenged, neglected/dependent, learning disabled, and/or children who are unruly or delinquent. At this time, MCH's primary focus is serving teenagers and therefore has limited access to elementary aged or younger children including infants. This Program does offer homestudy services to those who are looking into private or international adoptions.  There are fees that are charged for the training required as well as the homestudy itself. Private referrals, court referrals, county O.D.J.F.S. referrals, or other agency/institutional referrals are accepted. Programming is not well suited for children who are psychotic, who demonstrate extreme acting out behavior, who are sex offenders, and who are actively chemically dependent. MCH offers training and support to its adoptive families.  However, therapuetic services are not currently offered dirrectly by the agency.  All families are encouraged to connect with a counselor that specializes in adoption issues regardless of the age of the child adopted.  MCH will help with the referral process. Adoption service costs are variable.";"Adoption Services; Foster Care Program; Group Home Program; Therapuetic Education Service Center (TESC)";
;"National Youth Advocate Program - ACTION Adoption Services";"Licensed";"6000 Philadelphia Dr.";"Dayton";"OH";45415;(937) 277-6101;;;;;"adoption@nyap.org";"http://www.actionadoption.org/";"National Youth Advocate Program, Inc. is a private non-profit agency working in the states of Ohio, West Virginia, Indiana, Georgia, Illinois, Florida and South Carolina. NYAP's ACTION Adoption operates in Dayton, Ohio. The program was founded and operated by adoptive mothers/licensed social workers. ";"Adoption Services";"The first step in the adoption process is to complete an application. You can obtain an application by calling or emailing our office to request one. The State of Ohio requires that families complete a series of trainings. ACTION offers these trainings on Friday evenings from 7:00 to 10:00 pm. Staff can give you a better idea of when it will be best for you to begin training. During your training, staff will assist you in completion of necessary paperwork. Finally, once you have finished your training requirements, a staff member will visit your home and conduct a series of interviews with all household members. This information will be used in the homestudy document. The homestudy is the document which is used to match families and children for adoption."
;"Necco - Cincinnati";"Licensed";"415 Glensprings Drive, Suite 201";"Springdale";"OH";45246;(513) 771-9600;;;;;"neccoinquiries@necco.org";"http://www.necco.org/";"Necco serves at-risk youth of all ages and families who face an array of challenges. Our approach is simple. Everyone needs a family, and families come in many forms. Whether it’s the one you’re born with, the one that fostered or adopted you, a supported living family dedicated to special needs, or the family you create for yourself as a young adult Necco builds families of all types. Necco meets individuals where they happen to be in life and offers an array of services designed to create a safe and stable family environment. We provide services like therapeutic foster care, alternatives to secure detention, independent living, intensive home-based treatment, mental health, community living and more.";"Adoption; Behavioral Health; Foster Care; Intensive In-Home Services; Transitions to Adulthood";
;"Necco - South Point";"Licensed";"178 Private Dr. 19423";"South Point";"OH";45680;(740) 263-2626;;;;;"neccoinquiries@necco.org";"http://www.necco.org/";"Necco serves at-risk youth of all ages and families who face an array of challenges. Our approach is simple. Everyone needs a family, and families come in many forms. Whether it’s the one you’re born with, the one that fostered or adopted you, a supported living family dedicated to special needs, or the family you create for yourself as a young adult Necco builds families of all types. Necco meets individuals where they happen to be in life and offers an array of services designed to create a safe and stable family environment. We provide services like therapeutic foster care, alternatives to secure detention, independent living, intensive home-based treatment, mental health, community living and more.";"Adoption; Community Psychiatric Supportive Treatment (CPST); Foster Care; Intensive In-Home Services; Outpatient; Prevention";
;"Northeast Ohio Adoption Services";"Licensed";"5000 E. Market St, Suite 26";"Warren";"OH";44484;(800) 686-6627;;;;;"contact@noas.com";"http://noas.com/";"Northeast Ohio Adoption Services provides adoption and foster care services to teens and school-age children in the child welfare system by recruiting, preparing, and supporting specialized families. Northeast Ohio Adoption Services will be recognized as the pre-eminent adoption resource for children, families, and Ohio’s child welfare agencies. We envision the day when there is a life-long family for every child. At Northeast Ohio Adoption Services, we thrive on challenge. We expect high performance. We operate with a sense of urgency because children cannot wait and families should not have to.";"Adoption and Foster Care Services";"1. Gather Information and Ask Questions. You’ve taken the first step! As you continue through the process, we encourage you to collect information from various sources. Check adoption websites and libraries. Ask questions…and if you don’t understand the answers…ask again! It’s important that you choose the agency best suited to meet your specific needs. We encourage you to move at a comfortable pace. We’re here to answer your questions, and we want you to feel confident in your adoption decisions. 2. Attend Pre-Service Classes. One of the first and most important steps you will complete is pre-service training. Required by the State of Ohio, the classes are designed to educate you about the children available for adoption, and to prepare you to parent them. We offer the classes throughout the year at various times and locations- Click here to view the schedules. 3. Submit Your Adoption Application. During the first session of training you will receive an application packet. Fill in the application form as completely and accurately as possible and return it to Northeast Ohio Adoption Services. If you have questions we are available to assist you- ask your pre-service trainer or call our office. 4. Home Study (a.k.a Family Assessment). Once your application has been received, a NOAS social worker will be assigned to begin your Home Study. The process, which usually takes 4 to 6 months to complete, is designed to help us gain an understanding of you, your family, and your environment. Throughout the study we will be working with you to determine what type of child (or children) will be the best match for you. 5. Matching Process - Finding Your Child(ren). Once your home study has been approved, you are ready for the next step. Keeping in mind the preferences you expressed during your home study, and working closely with you, your NOAS worker will begin the search to find a child(ren) for your family. Children are what this is all about! From the first contact with NOAS, families can learn about children who are waiting for adoptive families. If parents are interested in a child on referral to NOAS there will be ample opportunity to talk with the NOAS worker who knows that child(ren) best. We feel this is an essential ingredient in the recipe for success. Placements are not made based on how long a family has been waiting, but rather through a matching process. Through a team effort involving both parents and social workers, a match is made by considering the child’s needs and the family’s ability to meet those needs. 6. Visiting. This stage begins after you and your NOAS worker have identified a child for your family, AND after the child’s custodial county has selected you as the adoptive parent(s). A typical placement begins with a meeting at a restaurant or park, followed by an afternoon visit to your home, then builds to weekend visits, and overnight visits, until eventually the child moves into your home. 7. Placement. Both before and after a child is placed with an adoptive family, NOAS staff are there to assist the family. Staff are sensitive and knowledgeable about the process and the feelings all family members experience. They are available to offer help, support and encouragement. Once a placement has occurred, a social worker will continue to visit the home at least once a month. 8. Legalization. When the family is ready to take the final step to make the new family arrangement permanent, (generally 6-12 months after placement) NOAS staff will be there to help. They work with the courts to complete the necessary paperwork and accompany the family on this most important day. 9. Post-adoption services. After an adoption is legalized, our agency’s required involvement comes to an end, however NOAS staff remain available to families whenever there is a need–whether it is 3 months or 3 years after legalization. A home visitor can assist families in locating needed services, linking them with respite or just connect adoptive families with one another for support. Since many of the children placed are school-age or older, and know their identifying information, NOAS supports the concept of openness in regards to adoption. Many children have important connections, with foster parents or family members from their past, which need to be maintained."
