"id";"name";"status";"address";"city";"state";"zip";"phone";"contact";"district_office";"do_phone";"license_no";"Email Address";"Website";"Details";"Services";"Adoption Process"
;"Friends in Adoption";"Licensed";"212 Main Street";"Poultney";"VT";" 05764";(800) 982-3678;;;;;;"http://www.friendsinadoption.org/";"Friends in Adoption (FIA) is a non-profit, pro-choice, licensed agency with a focus on helping people make informed decisions concerning adoption. FIA is committed to open adoption, inclusiveness, and providing lifelong support to all members of the adoption circle. FIA employs a network of dedicated, experienced and caring adoption professionals. Although our administrative offices are located in Vermont and New York, we are able to provide free and confidential adoption services for pregnant women/couples anywhere in the United States.";"Adoption Services";
;"Friends in Adoption";"Licensed";"30 Remsen Street, Suite 201";"Ballston Spa";"NY";"12020";(800) 844-3630;;;;;;"http://www.friendsinadoption.org/";"Friends in Adoption (FIA) is a non-profit, pro-choice, licensed agency with a focus on helping people make informed decisions concerning adoption. FIA is committed to open adoption, inclusiveness, and providing lifelong support to all members of the adoption circle. FIA employs a network of dedicated, experienced and caring adoption professionals. Although our administrative offices are located in Vermont and New York, we are able to provide free and confidential adoption services for pregnant women/couples anywhere in the United States.";"Adoption Services";
;"Friends in Adoption";"Licensed";"19 W 34th St, Penthouse Floor";"New York";"NY";" 10001";(800) 982-3678;;;;;;"http://www.friendsinadoption.org/";"Friends in Adoption (FIA) is a non-profit, pro-choice, licensed agency with a focus on helping people make informed decisions concerning adoption. FIA is committed to open adoption, inclusiveness, and providing lifelong support to all members of the adoption circle. FIA employs a network of dedicated, experienced and caring adoption professionals. Although our administrative offices are located in Vermont and New York, we are able to provide free and confidential adoption services for pregnant women/couples anywhere in the United States.";"Adoption Services";
;"A Chosen Child Adoption Services";"Licensed";"508 E. Main Street #1349";"Seneca";"SC";" 29679";(864) 973-8700;"Denice Fisher";;;;"info@accadoptionservices.com";"http://www.accadoptionservices.com/";"A Chosen Child Adoption Services (ACCAS) is a licensed South Carolina 501(c) (3) non-profit adoption agency. We specialize in international and SC adoption home studies. We average about 15 to 20 international and domestic adoptions per year. Our goal is to unite families through adoption. Both affordable and in depth adoption services are available to prospective adoptive parents; including, adoptive parent training, assistance with birth parent living expenses and medical expenses. Free counseling and other collateral adoption support services are available to birth parents. We are located in Summerville, SC in the Charleston metro area. ACCAS frequently collaborates with attorneys that specialize in adoption and other domestic and international adoption agencies throughout the U.S. and the world.";"SC international and domestic adoption home studies; Birth parent counseling and relinquishment services; Hospital discharge and child placement services; Post placement supervision; Adoptive parent training and education; USCIS filing assistance and dossier preparation; On-going family support; Adoption seminars; US readoption and domestication services; Humanitarian aid projects";
;"Adoption Matters, Inc.";"Licensed";"128 Meeting Street";"Charleston";"SC";" 29401";(843) 480-2111;;;;;"info@adoptionmattersllc.com";"http://www.adoptionmattersllc.com/";"Adoption Matters, Inc. strives to provide adoption services to adoptive parents, birth parents and adoptees in a sensitive, ethical, efficient and cost effective manner. Services provided include: options consultation, home study preparation,  pre and post adoption counseling, step parent adoptions, re-adoption, post placement supervision, birth parent assessments, securing consent and relinquishment documents, facilitating child placement, education and preparation of adoptive parents and assisting in the dossier process. Adoption Matters, Inc. will provide these services to any qualified resident of North or South Carolina. ";"Birth Parent Options Counseling; Adoptive Parents Option Counseling; Adoption Advocacy and Consulting; Home Studies and Post Placement Services; Counseling Services";
;"American World Adoption Association";;"165 W. Portland St. #122B";"Phoenix";"AZ";" 85003";(800) 429-3369;"Carlie Robinson";;;;"arizona@awaa.org; Carlie.Robinson@awaa.org";"http://www.awaa.org/";"AWAA-AZ is licensed and Hague/COA accredited in the state of Arizona to provide home study services for adoption. Although our primary role is to provide home study services for families adopting through America World, we are also able to prepare home study and post adoption reports for families using other placement agencies and who meet America World's agency requirements. Our office is located in Phoenix, but we are able to provide services for families living throughout the state. ";"Home Study; Post Adoption";
;"American World Adoption Association";"Licensed";"707 Skokie Blvd, Suite 600";"Northbrook";"IL";" 60062";(800) 429-3369;"Cristina Schaff";;;529603;"illinois@awaa.org; cristina.schaff@awaa.org";"http://www.awaa.org/";"AWAA-IL is licensed and Hague/COA accredited in the state of Illinois to provide home study services for adoption. Although our primary role is to provide home study services for families adopting through America World, we are also able to prepare home study and post adoption reports for families using other placement agencies and who meet America World's agency requirements. Our office is located in Northbrook, but we are able to provide services for families living throughout the state.";"Home Study; Post Adoption";
;"American World Adoption Association";"Licensed";"301 Carter Ln.";"Lexington";"SC";29073;(800) 429-3369;"Emily Head";;;;"southcarolina@awaa.org; emily.head@awaa.org";"http://www.awaa.org/";"AWAA-SC is licensed and Hague/COA accredited in the state of South Carolina to provide home study services for adoption. Although our primary role is to provide home study services for families adopting through America World, we are also able to prepare home study and post adoption reports for families using other placement agencies and who meet America World's agency requirements. Our office is located just west of Columbia in Lexington, but we are able to provide services for families living throughout the state.";"Home Study; Post Adoption";
;"Bethany Christian Services";"Licensed";"1612 Marion Street, Suite 206";"Columbia";"SC";29201;(803) 779-0541;"Joann King";;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Pregnancy Support; Infant Adoption; International Adoption; Foster Care Adoption; Post Adoption Support";
;"Bethany Christian Services";"Licensed";"114 Williams Street, Suite A";"Greenville";"SC";29601;(864) 235-2273;"Joann King";;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Foster Care Adoption; Infant Adoption; International Adoption; Pregnancy Support; Safe Families for Children";
;"Bethany Christian Services";"Licensed";"1500 Highway 17 Bus N, Suite 210";"Surfside Beach";"SC";29575;(843) 839-5433;"Joann King";;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Pregnancy Support; Infant Adoption; Foster Care Adoption; International Adoption";
;"Cherished Children International Adoption Agency";"Licensed";"1052 Merlot Court";"Moore";"SC";29369;(864) 297-9123;;;;;"Cherishedchild2@aol.com";;;;
;"Christian Family Services";"Licensed";"1069 Bayshore Drive, Suite 201";"Rock Hill";"SC";29732;(803) 328-2229;;;;"SR-0000008200001-CPA";"info@christianfamilyservices.org";"http://christianfamilyservices.org/";"Christian Family Services is a private, non-profit adoption agency, which has been licensed by the State of South Carolina as a Child Placing Agency since February 5, 1990. Our license number is SR-0000008200001-CPA. CFS provides services for birthparents and their families, adoptive parents, other agencies, private attorneys, and other persons needing such services as:  counseling; educational assistance; consents/relinquishments; pre-placement investigations (home studies); post-placement investigations; background information investigations; and foster care in licensed Christian homes.";"Services for Birthparents and their Families, Adoptive Parents, Other Agencies, Private Attorneys";"Adoption Process: Step 1: Application - The prospective adoptive family reviews all of the information on this website and/or contacts Christian Family Services and requests an information packet.  After reviewing the materials, the family returns the completed Adoption Application, Response Form, and a check or money order for the non-refundable application fee of $150.00.  (Additional forms must also be completed after contact with CFS has been made.) Step 2: Adoptive Home Study - An adoptive home study is also called a family assessment or pre-placement investigation. The home study is conducted by a social worker who has special training in adoption. These social workers are credentialed by the state as knowledgeable in adoption matters, and are called Certified Investigators in Adoption Matters. In South Carolina, they can work for an agency or in private practice. Adoptive families working with CFS may have their home study conducted by a CFS certified investigator, by another agency’s certified investigator, or by a certified investigator in private practice. The home study involves preparation, or training to become adoptive parents. It also involves assessment of the prospective adoptive family to be sure that they can be recommended for adoption. The certified investigator will have to review several documents such as birth certificates and medical reports. The investigator will also ask the family to complete several forms, which give information about everything from your childhood to your finances. Criminal records will have to be checked as part of the study. The adoptive home study will require at least one visit in your home. Step 3: Portfolio - The portfolio is a scrapbook or photo album that the adoptive family puts together to tell a little bit about themselves, without identifying who they are. The expectant mother looks through portfolios to select a family for her baby. It does not have to be big or fancy, but it should be an honest picture of you and your lifestyle. The portfolio is needed by the time the adoptive home study is finished. Step 4: Office Visit - When the adoptive home study is approved, the adoptive family is invited to CFS for a visit to meet the staff, and to prepare for the day a child will be placed with them for adoption. Step 5: Placement - When the expectant mother selects an approved adoptive family, the social worker contacts the family about her and the baby she is expecting.  Information such as her health and lifestyle, the legal situation, openness desired, and costs involved is shared with the family to help them decide if this is the baby for them.  On the date of placement the adoptive family comes to the hospital or CFS office to take the baby into their care. Step 6: Finalization - After placement, the family’s attorney has 60 days to file the adoption papers in the court. The family has to wait 90 days from the date the papers are filed before an adoption hearing can be held. During this 90 day supervisory period, a certified investigator visits in the home to be sure that the baby is healthy and happy, and writes a post-placement investigation report. After the finalization, an amended birth certificate is awarded. When the birth certificate is awarded, you can file for a Social Security card for your child."
;"Hope Embraced Adoption Agency";"Licensed";"209 Lenderman Dr.";"Inman";"SC";29349;(864) 439-8879;"Jeanna Smith";;;;"HopeEmbracedAdoptions@gmail.com";"http://www.hopeembraced.org/";"Hope Embraced is family-owned and operated right here in Inman, SC. Our clients become like they were a part of our family as we travel this very amazing journey of adoption with them. Other companies may offer similar services, but our services are the best, and come with a personal touch. ";"Adoption Education, Guidance, and Referrals; Birth Parent Intake, Counseling & Coordination; Home Study Services";
;"Nightlight Christian Adoptions";"Licensed";"1527 Wade Hampton Blvd.";"Greenville";"SC";29609;(864) 268-0570;;;;;"info@nightlight.org";"https://www.nightlight.org/";"Nightlight Christian Adoptions is a full-service, Hague accredited child placement agency. In 1997 we pioneered the first embryo adoption program, Snowflakes Embryo Adoption offering this unique adoption choice to families. Couples with remaining embryos now have the option to choose the family who receives their embryo donation gift. The embryo adopting family gives birth to their adopted child…Amazing! Nightlight programs also include comprehensive International, Foster care, Domestic and Homestudy services. We assist families in all 50 states with licensed offices in California, Colorado, Georgia, South Carolina, Kentucky, and Oklahoma. Our South Carolina Office is located one-fourth mile South across from Bob Jones University. It is between the BB&T Bank and the Cat Clinic. We are in a brick building that was formerly a residence. When arriving, please park in the front.";"Domestic, International and Embryo Adoption Services, including Adoption Home Study Services";
;"Special Link Adoption Agency";"Licensed";"1201 Haywood Rd.";"Greenville";"SC";29615;(864) 233-4872;;;;;"speclink@infionline.net";"http://www.speciallink.org/";"Special Link, Inc. is a licensed child placing agency and nonprofit adoption information and linking network. Based in a church, this Christian ministry was borne out of tragedy and is proof that God does turn our ""mourning into dancing"" and our Ashes into Gold. It originally began for the adoption of ""harder to place” children, primarily Black and Biracial infants, but has grown to encompass infants of all races, older children, sibling groups and special needs children as well. We have the privilege of bringing together adoption professionals, prospective adoptive couples, birth mothers, and these very special children. In its first five years of service (started in 1997), Special Link helped place over 100 babies into loving adoptive homes. We can give birthmothers the facts about adoption and provide them with Hope, Help and Compassion in this time of need. We can also work with them throughout their pregnancy and assist with an adoption plan, if they so choose. We also help prospective adoptive families of any race understand the joys of adopting, and adopting across racial and cultural lines. We give them facts that dispel the myths, guidance in the adoption process, and can connect them with resources to assist them. As a strong advocate for open adoption, Special Link also educates birth and adoptive families on the benefits and blessings of the Open Adoption option. Founded and located in the Upstate of South Carolina, the need is so great that attorneys and families throughout the U.S. are now calling Special Link to receive our services.";"Adoption Services";
;"All About U Adoptions, Inc";"Licensed";"P.O. Box 158";"Faulkton";"SD";57438;(877) 236-9864;"Coleen Globke";;;;"cjgaau@gmail.com";"http://aauadoptions.org/";"All About U Adoptions is a licensed, full-service adoption agency offering adoption support, education and adoption services to families and birth parents across the country. Whether you are a woman facing an unplanned pregnancy or an adoptive couple hoping to make your dreams of parenthood come true through adoption, our agency is here to help you each step of the way.";"Adoption: Open Adoption, Semi-Open Adoption, Closed Adoption ";"Step 1 - Contact Us. Step 2 - Application. Step 3 - Homestudy. Step 4 - Training. Step 5 - Creating a Profile. Step 6 - Waiting. Step 7 - Match. Step 8 - Placement. Step 9 - Post-Placement. Step 10 - Finalization."
;"Bethany Christian Services";"Licensed";"400 S Sycamore Ave., Ste 103-1";"Sioux Falls";"SD";57110;(605) 336-6999;;;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Foster Care Adoption; Infant Adoption; International Adoption; Pregnancy Support";
;"Bethany Christian Services";"Licensed";"508 Columbus Street";"Rapid City";"SD";57701;(605) 343-7196;;;;;;"https://www.bethany.org/";"Since 1944, Bethany Christian Services has been reaching out to children who are alone or vulnerable. As a worldwide and community leader in adoption and family services, we know that a child's best chance to thrive is as part of a safe, loving, forever family.";"Infant Adoption; International Adoption; Post Adoption Support; Pregnancy Support; Safe Families for Children";
;"Catholic Family Services Inc. - Adoptions";"Licensed";"523 North Duluth Avenue";"Sioux Falls";"SD";57104;(800) 700-7867;"Christy VanderWoude";;;;"cvanderwoude@sfcatholic.org";"http://www.diocese-of-sioux-falls.org/";"Adoption brings together two different families for the common good. It brings emotions of happiness, sadness, and excitement...often felt at the same time by both the couple and the birth parents.";"Home Studies; Post Adoption Searches";
;"Catholic Social Services - Adoptions";"Licensed";"529 Kansas City Street, Suite #100";"Rapid City";"SD";57701;(605) 348-6086;;;;;"css@cssrapidcity.com";"http://catholicsocialservicesrapidcity.com/";"Catholic Social Services has been providing adoption services in western South Dakota for over forty years.  We provide a range of adoption services including infant adoption as well as international adoption. CSS is Hague Accredited by the Council on Accreditation to provide international adoption services which ensures that our agency is operating at the highest standards and provides the most integrated services to our families.  Our families will benefit from our Hague Accreditation by knowing that our pre-adoption trainings, our home study process, and our follow-up services with children are based upon the most up-to-date best practice standards.";"Pre-adoption counseling; Home studies; Placement Services; Post-Placement services";
;"Lutheran Social Services of South Dakota - Adoption & Pregnancy Counseling Services";"Licensed";"621 East Presentation St.";"Sioux Falls";"SD";57104;(605) 221-2346;;;;;;"http://www.lsssd.org/";"Adoption Services are based on a tradition of concern for children. Professional and dedicated service has resulted in building families, one child at a time. LSS offers services for: families looking to adopt a child through domestic or international adoption; birth families facing difficult decisions regarding an unintended pregnancy; individuals who have been adopted and are searching for information about their birth families. LSS is licensed by the State of South Dakota as a child placement agency and accredited by the Council on Accreditation.  LSS social workers are licensed by the South Dakota Board of Social Work Examiners. Becoming an adoptive parent is an important decision for any family.  There are many options to consider when planning an adoption of a child into your home. LSS will guide you through the adoption process every step of the way. LSS offers Informational Meetings and Educational Workshops throughout the year in Sioux Falls, Rapid City, Aberdeen and Pierre. Adoption Services are available to families residing in the state of South Dakota.  All adoptive parents must be over 21 years of age and meet all state and country requirements for adoption. Requirements may vary depending on the state or the child’s country of origin.";"Adoption Services";
;"New Horizons Adoption Agency, Inc.";"Licensed";"2500 West 49th Street, Suite 203E";"Sioux Falls";"SD";57109;(605) 332-0310;"Stacy Brown";;;;"nhaa@newhorizonsadopt.com";"http://www.nhadoptionagency.org/";"New Horizons Adoption Agency, Inc. is an independent, non-profit Christian agency licensed in the states of Minnesota, Iowa and South Dakota. Founded in 1987 with the support of caring individuals and families, New Horizons’ mission is to find Christian homes for infants and children. The New Horizons Board of Directors is made up of adoptive parents and interested individuals that help to guide the growth and vision of New Horizons. New Horizons has offices in Iowa, Minnesota and South Dakota and employs numerous Social Workers in each state. If you live outside these three states, please contact the office to discuss the specifics of you adopting through New Horizons. The staff at New Horizons is very committed to the birth parents, families and children we serve. We work very hard to provide the personal and confidential assistance necessary to help you make the best possible choice regarding your adoption.";"Domestic Adoption; International Adoption";
;"AGAPE - Adoption";"Licensed";"4555 Trousdale Drive";"Nashville";"TN";37204;(615) 781-3000;"Chandler Means";;;;"info@agapenashville.org";"http://agapenashville.org/";"With the belief and conviction that every child deserves a family, AGAPE is here to help find that home for newborn infants as well as older children. A “forever family” is AGAPE’s goal for each of them. While some of the children are adopted at birth, others are adopted at a later age. Some of our children in foster care are eventually adopted because they are unable to return to their birth family. The end result of adoption is these children find the love and support that comes through a family.";"Infant adoption; Special needs children and infants; Independent adoption services";
;"Adoption Assistance, Inc.";"Licensed";"4021 Windwood Ln";"Nashville";"TN";37214;(615) 391-3099;"Julie Erwin";;;;"adoption@adoptionassistance.com";"http://www.adoptionassistance.com/";"Adoption Assistance is dedicated to assisting persons in the adoption process by conducting home studies, post placement reports, finalization services and providing domestic child placement. Adoption Assistance will place children for adoption from birth to age eighteen without regard to race, sex, religion or national origin.";"Home Studies; Post Placement Reports; Finalization Services; Domestic Child Placement";"Complete and return our online application; Talk with our staff concerning your options; Adoption Assistance will conduct a home study; Adoptive Parent(s) gather and submit paperwork; Adoptive Parent(s) receive referral (potential child match); Adoptive Parent(s) accepts or rejects referral; Accepted referral paperwork is processed; Your child comes home!"
;"Adoption Consultants In Tennessee, Inc.";"Licensed";"8920 Shallowford Road";"Knoxville";"TN";37923;(865) 769-9441;;;;;;;;;
;"Adoption Counseling Services";"Licensed";"2185 Wickersham Lane";"Germantown";"TN";38139;(901) 753-9089;"Ellen Rardin";;;;"ellen.rardin@gmail.com";"http://www.adoptionandyou.net/";"Ellen Rardin has 25 years of experience in adoption. She has had the privilege of helping create over 800 adoptive families. She is a licensed clinical social worker who formed her own agency, Adoption Counseling Services, in 1992.";"Consultation and Individual Adoption Planning; Home Studies; Classes and Workshops; Designated Adoption; Child Placement; Embryo Adoption";
;"Adoption Place, Inc.";"Licensed";"505 Oak Forest Cir";"Antioch";"TN";37013;(615) 365-7020;;;;;;;;;
;"Adoption Promises";"Licensed";"P.O. Box 654";"Smyrna";"TN";37167;(731) 415-7503;;;;;;"http://adoptionpromises.com/";"Adoption Promises has been doing adoption home studies for about 17 years. Joanne Zambo is a licensed clinical social worker and a licensed child-placing agency. She travels across the state of TN to do home studies for domestic adoptions. To complete a home study, there must be at least 2 visits with the family, gathering a lot of legal documents, criminal background checks, references, medicals and a questionnaire. We are always very happy to answer all questions about the home study process.";"Home Studies";
;"Agape Child & Family Services, Inc. - Adoption";"Licensed";"111 Racine Street";"Memphis";"TN";38111;(901) 323-3600;"Eboney Hamilton";;;;"eboney.hamilton@agapemeanslove.org";"http://www.agapemeanslove.org/";"Agape’s Memphis adoption program serves families through the pre and post-adoptive process. From consultation to counseling, our services to adoptive families and children advance our mission to support and provide healthy families to children and families in the Mid-South. If  you have questions about the adoptive process, Agape can help you acquire the information and knowledge you need to help you make informed decisions. Whether you are experiencing an unplanned pregnancy and considering adoption as an option for your child, or are considering opening your home to an adoptive child, Agape is here for you.  Regardless of where you are in consideration of the adoptive process, please feel free to contact us.";"Adoption Services";
;"All Blessings International";"Licensed";"1650 Murfreesboro Road, Suite 203";"Franklin";"TN";37067;(615) 905-6586;"Stephanie Williams";;;;"stephanie@allblessings.org";"http://www.allblessings.org/";"ABI is licensed to provide Tennessee adoption home studies for families in their pursuit of domestic or international adoption from any country open to adoption by American parents. Tennessee families are also eligible to apply to any ABI placing or networking adoption program. ABI will work around your schedule, as daytime, evening, or weekend appointments are available, and we will travel to you! We pride ourselves on our knowledge of adoption as well as our expedient service. Families consistently remark on our excellent homestudy services and the assistance they receive from our professional social workers. For families interested in our child placing services outside the state of Tennessee, we can refer you to an approved home study provider. ABI offers families pre and post-adoptive guidance, education, and support while providing clients assistance with adoption and cultural awareness. Many families applying for international adoption are very pleased to know that we can manage dossier legalization with both domestic and international mailing. We also serve families seeking domestic adoptive placements, provide counseling for birth families, and offer independent home investigations, post-placement supervision, and assistance with adoption finalization. ";"Adoption Services";
