id;name;status;address;city;state;zip;phone;contact;district_office;do_phone;license_no;Email Address;Website;Details;Services;Adoption Process
;Loving Houston Adoption Agency;Licensed;5005 W. 34th Street, Suite 205A;Houston;TX;77092;(832) 204-6010;;;;;office@lovinghouston.org;https://lovinghoustonadoption.org/;We are a non-profit, christian adoption agency licensed by the Texas Department of Family & Protective Services. We are located in Houston, Texas and provide both adoption and foster care services. Our goal is to license and equip Christian homes for the purpose of loving, nurturing and caring for at-risk children in our city.;Adoption & Foster Care;
;Upbring Adoption;Licensed;1800 S. Washington St., Suite 204;Amarillo;TX;79102;(806) 351-0168;Tammy Williams;;;;tammy.williams@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;8305 Cross Park Dr.;Austin;TX;78754;(512) 459-1000;Stacie Campbell;;;;stacie.campbell@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;4455 S. Padre Island Dr., Suite #50;Corpus Christi;TX;78411;(361) 752-3115;Angelita Figueroa;;;;angelita.figueroa@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;8390 LBJ Freeway, Suite 530;Dallas;TX;75243;(972) 620-0581;Latoya Hogg;;;;latoya.hogg@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;6585 Montana Avenue, Suite S600-A;El Paso;TX;79925;(915) 598-5410;Jacqueline “Jackie” Sandoval;;;;jacqueline.sandoval@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;5608 Malvey Ave., Suite 100;Fort Worth;TX;76107;(817) 731-3737;Michelle Jones;;;;michelle.jones@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;1720 E. Harrison, Suite C;Harlingen;TX;78550;(956) 423-1015;Rita Watts;;;;rita.watts@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;5600 NW Central, Suite 107;Houston;TX;77092;(281) 298-8639;Zelma Wade;;;;zelma.wade@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;102 East Calton, Suite 4;Laredo;TX;78041;(956) 791-4909;Oscar Guerra;;;;oscar.guerra@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;7412 S. University, #2;Lubbock;TX;79423;(806) 783-8863;Lacy Carr;;;;Lacy.Carr@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;4603 N. Jackson Rd., Suite E;McAllen;TX;78504;(956) 687-8333;Dora Alaffa;;;;Dora.Alaffa@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;2900 Mossrock, Suite 190;San Antonio;TX;78230;(210) 979-8473;Carmen Castillo;;;;carmen.castillo@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;1800 Shiloh Road, Suite 301;Tyler;TX;75703;(903) 939-3400;Sameisha Frazier;;;;sameisha.frazier@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Upbring Adoption;Licensed;120 S. Main, Suite 413;Victoria;TX;77901;(361) 574-8331;Guadalupe “Lupita” Alcantar;;;;guadalupe.alcantar@upbring.org;http://www.upbring.org/;Upbring Adoption and Upbring International Adoption have served children, families and communities since 1881 and have provided adoption guidance, specifically to women experiencing unplanned pregnancies, since 1944. Through the placement of more than 8,000 children into loving, forever homes, Upbring Adoption and Upbring International Adoption are experts in offering long-term support and dependability to their birth parents and adoptive families.;"Unplanned Pregnancy Services; Open Adoption; Adoption Planning; Financial Assistance; Finding a Family; Legal Help; Free Services; Post Adoption Services; International Adoption: Bulgarian Adoptions, International Partnerships, Home Study Services, Post Placement/Post Adoption Services";
;Monarch Family Services;Licensed;4500 Montrose Blvd, Suite E;Houston;TX;77006;(281) 236-3989;Dr. Valerie D. Jackson;;;;monarchfamilyservices@gmail.com;http://monarchfamilyservices.com/;Because we recognize every child and family travel on different and unique paths in their journey toward wholeness and empowerment, our agency is family-focused and provides integrated comprehensive services across the family services continuum. Monarch Family Services provides pre and post adoption services. Our mission and purpose is to seek a stable, nurturing, forever home for every child who is eligible for permanent adoption, regardless of race, ethnic background, or physical or emotional challenges. The agency is committed to educating prospective adoptive parents, and the wider community about adoption and related parenting issues. It is our goal to support and facilitate a positive experience for the couples and individuals who have chosen to adopt children that are in custody of Child Protective Services. We offer a full range of adoption services including adoption plans, home study services, educational workshops (e.g. separation and attachment, importance of family connections, trauma of abuse and neglect, CPS discipline policy, Adoption Assistance Program, and Federal Adoption Tax Credit), individual/group counseling, and referrals.;"Adoption Services; Case Management Program; Child Placement Agency Staff Training; Foster and Adoptive Parent Pre-Service Training; Foster Parent Annual Training; Psychological Services; Supervised Visitations";
;New Horizons Child Placing Agency - Foster Care and Adoption Services;Licensed;147 Sayles Blvd.;Abilene;TX;79605;(325) 437-1852;Brandon Morris;;;;;http://www.newhorizonsinc.com/;Through our Child Placing Agency, children, ages birth through 18 years old, are placed in therapeutic foster homes where they are cared for, while learning what it means to trust and be loved. Foster care is an essential service for children and parents who must live apart due to abuse or neglect while maintaining legal and, usually, affectional ties.  The value of family foster care is that it can respond to unique, individual needs of children and their families through the strength of family living, and through family and community supports. The goal of foster care is to provide opportunities for healing, growth, and development leading to healthier children and families. ;Foster Care and Adoption Services;
;New Horizons Child Placing Agency - Foster Care and Adoption Services;Licensed;2222 Highway 377, Suite 5;Brownwood;TX;76801;(325) 643-2264;Sheryl Mendez;;;;;http://www.newhorizonsinc.com/;Through our Child Placing Agency, children, ages birth through 18 years old, are placed in therapeutic foster homes where they are cared for, while learning what it means to trust and be loved. Foster care is an essential service for children and parents who must live apart due to abuse or neglect while maintaining legal and, usually, affectional ties.  The value of family foster care is that it can respond to unique, individual needs of children and their families through the strength of family living, and through family and community supports. The goal of foster care is to provide opportunities for healing, growth, and development leading to healthier children and families. ;Foster Care and Adoption Services;
;New Horizons Child Placing Agency - Foster Care and Adoption Services;Licensed;3200 Sanguinet St.;Fort Worth;TX;76107;(325) 437-1852;Kelly Hamilton;;;;;http://www.newhorizonsinc.com/;Through our Child Placing Agency, children, ages birth through 18 years old, are placed in therapeutic foster homes where they are cared for, while learning what it means to trust and be loved. Foster care is an essential service for children and parents who must live apart due to abuse or neglect while maintaining legal and, usually, affectional ties.  The value of family foster care is that it can respond to unique, individual needs of children and their families through the strength of family living, and through family and community supports. The goal of foster care is to provide opportunities for healing, growth, and development leading to healthier children and families. ;Foster Care and Adoption Services;
;New Horizons Child Placing Agency - Foster Care and Adoption Services;Licensed;1903 West Pearl;Granbury;TX;76048;(325) 437-1852;;;;;;http://www.newhorizonsinc.com/;Through our Child Placing Agency, children, ages birth through 18 years old, are placed in therapeutic foster homes where they are cared for, while learning what it means to trust and be loved. Foster care is an essential service for children and parents who must live apart due to abuse or neglect while maintaining legal and, usually, affectional ties.  The value of family foster care is that it can respond to unique, individual needs of children and their families through the strength of family living, and through family and community supports. The goal of foster care is to provide opportunities for healing, growth, and development leading to healthier children and families. ;Foster Care and Adoption Services;
;New Horizons Child Placing Agency - Foster Care and Adoption Services;Licensed;301 W. Beauregard Ave., Ste. 201;San Angelo;TX;76904;(325) 653-2247;;;;;;http://www.newhorizonsinc.com/;Through our Child Placing Agency, children, ages birth through 18 years old, are placed in therapeutic foster homes where they are cared for, while learning what it means to trust and be loved. Foster care is an essential service for children and parents who must live apart due to abuse or neglect while maintaining legal and, usually, affectional ties.  The value of family foster care is that it can respond to unique, individual needs of children and their families through the strength of family living, and through family and community supports. The goal of foster care is to provide opportunities for healing, growth, and development leading to healthier children and families. ;Foster Care and Adoption Services;
;New Horizons Child Placing Agency - Foster Care and Adoption Services;Licensed;4722 Taft Blvd., Suite 8;Wichita Falls;TX;76308;(940) 692-2300;Laura Hord;;;;;http://www.newhorizonsinc.com/;Through our Child Placing Agency, children, ages birth through 18 years old, are placed in therapeutic foster homes where they are cared for, while learning what it means to trust and be loved. Foster care is an essential service for children and parents who must live apart due to abuse or neglect while maintaining legal and, usually, affectional ties.  The value of family foster care is that it can respond to unique, individual needs of children and their families through the strength of family living, and through family and community supports. The goal of foster care is to provide opportunities for healing, growth, and development leading to healthier children and families. ;Foster Care and Adoption Services;
;New Life Adoptions;Licensed;19911A Tomball Parkway;Houston;TX;77070;(281) 955-1001;Sandra Pickett;;;;"contact@newlifeadopt.com; sandrapickett@newlifeadopt.com";http://newlifeadopt.com/;New Life Adoptions is a non-profit, Christian ministry to women in unintended pregnancies and a licensed adoption agency. We provide life-affirming alternatives and practical assistance to women and families facing unintended pregnancies. We offer free guidance, education, and adoption options. We are committed to the Biblical truths regarding the sanctity of life.  We believe that every child is a miracle from God and deserves a chance to live.  Therefore, we offer alternatives to abortion counseling and support. We know that bringing a new life into this world is not without difficulties. We attempt to refer women to the appropriate services available to meet their individual needs. We lovingly and unconditionally provide client care, personal support, factual information, and adoption services. For those wishing to explore adoption, we are a licensed adoption agency and can provide the proper counseling and opportunities to select a family for her child. We see the adoptive family as an extension of Christ to minister His love to the birth family placing their baby for adoption.  We are also committed to the Biblical directive to raise children to know and love the Lord, therefore, we place children for adoption only with professing Christian couples who have been married at least three years and are active members of the same church. Our goal would be to place babies in homes where they will be raised according to the Word of God and come to the understanding of their need for redemption in Christ with the hope that they will become believers. Our prayer is that each woman would find an opportunity to transform her crisis into victory.;Adoption;
;Passage of Youth Family Services - Adoption;Licensed;1402 Corinth Street, Suite 139;Dallas;TX;75215;(214) 928-9292;;;;;;http://www.passageofyouth.org/;You've made an important life-changing decision - you've decided to consider adoption. It's a decision that could ultimately lead to the fulfillment of your lifelong desire to love and parent a child. Adoptive Families provide permanent homes for children in need of a forever family. Passage of Youth work hand and hand with the Texas Department of Family and Protective Services to serve children who are in custody of Child Protective Services (CPS). Our foster to adopt program - enables children who have been removed from abusive homes by the state of Texas to be adopted by a loving forever family. Each adoption, like each family, is unique. Our goal is to get to know you and understand your unique situation so that together we can develop an adoption plan that is right for you.;Adoption;
;Pathways Youth & Family Services - Abilene;Licensed;4150 Southwest Drive, Suite 216;Abilene;TX;79606;(325) 692-4048;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - Austin;Licensed;14205 Burnet Rd., Suite 100;Austin;TX;78728;(512) 275-1285;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
;Pathways Youth & Family Services - Conroe;Licensed;108-B Commercial Circle;Conroe;TX;77304;(936) 828-4123;;;;;;http://www.pathway.org/;"Pathways is a Texas-based non-profit social services organization dedicated to creating environments where children and families thrive. We provide a wide array of social services including adoption, foster care, counseling, therapy and other in-home services. All children need great parents. Why? Because parents create the stable, safe and nurturing environments in which children thrive. This is the premise of our adoption program and why we strive to find permanent homes for children. Our adoption staff is committed to ensuring the success of all the children and families we have the privilege to work with and we are committed to excellence before, during and after the adoption process. Our adoptive families will always have Pathways as an advocate and supporting partner. It is our goal to provide each home and child the best opportunity for a successful adoption experience. Pathways Adoptive Families: Provide for their children's safety at all times; Create an environment where children can thrive; Encourage and develop each child’s unique interests and curiosity; Help the children discover their own unique gifts & talents. Pathways also believes that children can succeed in homes of varying religious affiliations, racial make-ups and socio-economic backgrounds.  We work with families that share a common interest in healing the past and building strong futures in every child we encounter.";"Adoption; Foster Care; Residential Care; Kinship Care; Home Maker Services; Family Counseling; Home Studies; Assessments ";
